    DEPTH     CALD       TEND       CORR        DEN       NPHI        GRR        SPR       CALR       TENR       RILD       RILM       RFOC       TENS         DT
 2598.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.2693   -44.3298    10.8772   -85.4964     6.7349     6.0785     7.0044  -999.2500  -999.2500
 2598.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.0916   -43.7145    10.8599   -85.4881     6.6992     6.0783     7.3457  -999.2500  -999.2500
 2599.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.7056   -43.0992    10.8481   -85.4798     6.6520     6.1204     7.5005  -999.2500  -999.2500
 2599.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.5167   -42.7846    10.8488   -85.4715     6.6511     6.1627     7.5010  -999.2500  -999.2500
 2600.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.9276   -42.4677    10.8494   -85.4631     6.6501     6.1624     7.3982  -999.2500  -999.2500
 2600.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.9454   -42.4548    10.8501   -85.4548     6.5577     6.1622     7.0986  -999.2500  -999.2500
 2601.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.9638   -42.4419    10.8507   -85.4465     6.5569     6.1194     6.8533  -999.2500  -999.2500
 2601.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.6787   -42.4290    10.8513   -85.4382     6.4658     6.0770     6.7649  -999.2500  -999.2500
 2602.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.2868   -42.4161    10.8518   -85.4299     6.4648     6.0698     6.8137  -999.2500  -999.2500
 2602.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.6840   -42.7044    10.8524   -85.4216     6.4335     6.0533     6.9582  -999.2500  -999.2500
 2603.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.7961   -42.9927    10.8682   -85.4133     6.3569     6.0368     7.1552  -999.2500  -999.2500
 2603.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.0241   -43.4284    10.8838   -85.4049     6.3265     6.0203     7.2568  -999.2500  -999.2500
 2604.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.1528   -43.8675    10.8844   -85.3966     6.3692     6.0038     7.2078  -999.2500  -999.2500
 2604.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.9799   -44.4536    10.8699   -85.3883     6.3676     5.9893     6.9640  -999.2500  -999.2500
 2605.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.9020   -44.5913    10.8554   -85.3800     6.4103     5.9567     6.8221  -999.2500  -999.2500
 2605.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.2250   -44.7323    10.8259   -85.3717     6.4537     5.9572     6.7763  -999.2500  -999.2500
 2606.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.0355   -44.7161    10.8118   -85.3634     6.5135     6.0408     6.9203  -999.2500  -999.2500
 2606.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.8417   -44.3856    10.7906   -85.3551     6.6322     6.1680     7.0671  -999.2500  -999.2500
 2607.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.1647   -44.3189    10.7695   -85.3467     6.6810     6.3417     7.2170  -999.2500  -999.2500
 2607.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.1695   -44.2523    10.7483   -85.3384     6.8155     6.5202     7.4213  -999.2500  -999.2500
 2608.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.3766   -44.1857    10.7488   -85.3301     6.9092     6.7038     7.5788  -999.2500  -999.2500
 2608.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.4887   -44.1191    10.7731   -85.3218     6.9254     6.8451     7.6333  -999.2500  -999.2500
 2609.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.9020   -44.0591    10.7891   -85.3135     7.0028     6.8931     7.6879  -999.2500  -999.2500
 2609.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.9852   -44.0476    10.8050   -85.3052     7.0011     6.8460     7.6895  -999.2500  -999.2500
 2610.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.1268   -43.7349    10.8266   -85.2969     7.0485     6.7992     7.7445  -999.2500  -999.2500
 2610.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.7515   -43.7206    10.8466   -85.2885     7.0963     6.7998     7.5870  -999.2500  -999.2500
 2611.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.9752   -43.4079    10.8678   -85.2802     7.0785     6.8475     7.5357  -999.2500  -999.2500
 2611.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.8826   -43.0952    10.8987   -85.2719     6.9955     6.9434     7.4851  -999.2500  -999.2500
 2612.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    98.4767   -42.7826    10.9296   -85.2636     6.9939     7.0407     7.4352  -999.2500  -999.2500
 2612.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    99.3988   -42.4699    10.9303   -85.2553     6.9442     7.0371     7.4885  -999.2500  -999.2500
 2613.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    99.4159   -42.1543    10.9545   -85.2470     6.8950     6.8969     7.6477  -999.2500  -999.2500
 2613.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.6231   -42.1429    10.9623   -85.2387     6.8284     6.7090     7.7024  -999.2500  -999.2500
 2614.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.5947   -42.1314    10.9630   -85.2303     6.7971     6.5261     7.8114  -999.2500  -999.2500
 2614.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    83.7810   -42.4819    10.9638   -85.2220     6.7022     6.3483     7.4947  -999.2500  -999.2500
 2615.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.0090   -42.7108    10.9646   -85.2137     6.7010     6.1752     7.2871  -999.2500  -999.2500
 2615.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.8360   -43.4495    10.9656   -85.2054     6.6997     6.0907     7.1430  -999.2500  -999.2500
 2616.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.9918   -43.8927    10.9631   -85.1971     6.6491     6.1761     6.9974  -999.2500  -999.2500
 2616.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.9243   -44.4808    10.9368   -85.1888     6.6046     6.2627     6.9504  -999.2500  -999.2500
 2617.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    98.0487   -44.7734    10.9378   -85.1805     6.6034     6.3504     7.0010  -999.2500  -999.2500
 2617.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.4336   -45.0602    10.9386   -85.1721     6.6020     6.4395     7.1490  -999.2500  -999.2500
 2618.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.6241   -45.3500    10.9396   -85.1638     6.6006     6.4847     7.3006  -999.2500  -999.2500
 2618.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.0588   -45.3356    10.9705   -85.1555     6.5537     6.4698     7.4040  -999.2500  -999.2500
 2619.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.0925   -45.3242    11.0014   -85.1472     6.5522     6.4408     7.4054  -999.2500  -999.2500
 2619.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.8864   -45.0115    11.0022   -85.1389     6.5510     6.3526     7.3498  -999.2500  -999.2500
 2620.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    82.1719   -44.3976    11.0032   -85.1306     6.5497     6.2658     7.1564  -999.2500  -999.2500
 2620.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    80.6807   -43.7808    11.0040   -85.1223     6.5939     6.1799     7.0589  -999.2500  -999.2500
 2621.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    83.1154   -43.3176    11.0047   -85.1140     6.5923     6.0954     7.0607  -999.2500  -999.2500
 2621.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.5458   -43.0049    10.9905   -85.1056     6.6829     6.1382     7.2104  -999.2500  -999.2500
 2622.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.5795   -42.8428    10.9762   -85.0973     6.6816     6.1813     7.1620  -999.2500  -999.2500
 2622.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.4108   -42.5301    10.9596   -85.0890     6.7313     6.2679     7.2638  -999.2500  -999.2500
 2623.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.3329   -42.6664    10.9476   -85.0807     6.7720     6.3558     7.2150  -999.2500  -999.2500
 2623.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.5566   -42.8084    10.9486   -85.0724     6.7859     6.3562     7.1666  -999.2500  -999.2500
 2624.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.7804   -42.7940    10.9494   -85.0641     6.8503     6.3566     7.1185  -999.2500  -999.2500
 2624.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.5302   -43.0866    10.9502   -85.0558     6.9579     6.3571     7.1698  -999.2500  -999.2500
 2625.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.1989   -43.6747    10.9512   -85.0474     7.0045     6.3575     7.2211  -999.2500  -999.2500
 2625.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.6084   -43.9644    10.9520   -85.0391     7.0519     6.3580     7.2225  -999.2500  -999.2500
 2626.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.3447   -44.2542    10.9829   -85.0308     7.1189     6.3584     7.2239  -999.2500  -999.2500
 2626.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.0969   -44.5439    10.9849   -85.0225     7.1473     6.3588     7.2179  -999.2500  -999.2500
 2627.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.5899   -44.8336    11.0147   -85.0142     7.1458     6.3593     7.1769  -999.2500  -999.2500
 2627.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.1771   -44.8193    11.0155   -85.0059     7.1443     6.4484     7.2788  -999.2500  -999.2500
 2628.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.5866   -45.1061    11.0163   -84.9976     7.1428     6.5388     7.3819  -999.2500  -999.2500
 2628.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.2113   -45.0947    11.0020   -84.9893     7.1413     6.6312     7.4873  -999.2500  -999.2500
 2629.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.8360   -45.0832    10.9428   -84.9809     7.0417     6.7234     7.5928  -999.2500  -999.2500
 2629.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.7581   -45.0717    10.8984   -84.9726     6.9374     6.7239     7.6471  -999.2500  -999.2500
 2630.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.9818   -45.2108    10.8992   -84.9643     6.8463     6.6317     7.6486  -999.2500  -999.2500
 2630.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.1890   -45.3500    10.9150   -84.9560     6.8117     6.4511     7.4927  -999.2500  -999.2500
 2631.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.9595   -45.1850    10.9320   -84.9477     6.7494     6.2667     7.2842  -999.2500  -999.2500
 2631.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.3225   -45.0229    10.9620   -84.9394     6.7481     6.0203     6.9941  -999.2500  -999.2500
 2632.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.3396   -44.8609    10.9967   -84.9311     6.7467     5.8562     6.8512  -999.2500  -999.2500
 2632.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.4517   -44.5482    11.0237   -84.9227     6.7452     5.6965     6.6655  -999.2500  -999.2500
 2633.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.8655   -44.0820    11.0245   -84.9144     6.7438     5.6186     6.5297  -999.2500  -999.2500
 2633.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.8869   -43.7694    11.0254   -84.9061     6.7422     5.6191     6.3966  -999.2500  -999.2500
 2634.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.1272   -43.4567    11.0263   -84.8978     6.8070     5.6978     6.4426  -999.2500  -999.2500
 2634.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.6526   -43.1440    11.0120   -84.8895     6.8339     5.8583     6.5793  -999.2500  -999.2500
 2635.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.9713   -42.9819    10.9676   -84.8812     6.9275     6.0232     6.7188  -999.2500  -999.2500
 2635.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.4844   -42.8170    10.9523   -84.8729     7.0494     6.1972     6.9595  -999.2500  -999.2500
 2636.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.5923   -42.8055    10.9219   -84.8645     7.1192     6.5461     7.3047  -999.2500  -999.2500
 2636.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.7253   -42.7940    10.9098   -84.8562     7.2171     6.7772     7.5115  -999.2500  -999.2500
 2637.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.7258   -42.9332    10.8806   -84.8479     7.2659     6.9199     7.6179  -999.2500  -999.2500
 2637.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.3339   -42.9217    10.8742   -84.8396     7.2641     6.8252     7.5428  -999.2500  -999.2500
 2638.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.9543   -42.7567    10.8523   -77.3273     7.2626     6.7317     7.4866  -999.2500  -999.2500
 2638.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.8764   -43.3477    10.8529   -69.8198     7.2108     6.5484     7.3631  -999.2500  -999.2500
 2639.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.7985   -44.2427    10.8689   -69.8198     7.2093     6.5035     7.2632  -999.2500  -999.2500
 2639.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.0192   -45.1320    10.8847   -69.8198     7.2080     6.4590     7.1148  -999.2500  -999.2500
 2640.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.1718   -45.7229    10.9016   -84.8348     7.1073     6.4596     6.9220  -999.2500  -999.2500
 2640.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    98.3005   -45.8620    10.9166   -84.8348     7.1059     6.4601     7.0692  -999.2500  -999.2500
 2641.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.8093   -46.0011    10.9174   -69.8198     7.0552     6.5054     7.2191  -999.2500  -999.2500
 2641.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.2418   -45.8362    10.8879   -54.8048     7.0052     6.5510     7.3213  -999.2500  -999.2500
 2642.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.3847   -45.6741    10.8587   -69.8198     7.0038     6.5515     7.3737  -999.2500  -999.2500
 2642.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    84.7943   -45.3615    10.8447   -84.8348     7.0023     6.4618     7.3795  -999.2500  -999.2500
 2643.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.3239   -45.0482    10.8302   -84.8348     7.0008     6.4623     7.5319  -999.2500  -999.2500
 2643.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.6593   -44.7332    10.8312   -84.8348     6.9993     6.5077     7.5858  -999.2500  -999.2500
 2644.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.5238   -44.4205    10.8320   -84.8348     6.9979     6.5533     7.6401  -999.2500  -999.2500
 2644.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   100.2558   -43.9573    10.8328   -84.8348     6.9965     6.6913     7.5364  -999.2500  -999.2500
 2645.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   102.0829   -43.7952    10.8337   -84.8348     7.0047     6.7384     7.4345  -999.2500  -999.2500
 2645.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   103.0050   -43.4796    10.8345   -84.8348     7.0913     6.8328     7.4360  -999.2500  -999.2500
 2646.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   101.6963   -43.4682    10.8353   -84.8348     7.1885     6.8951     7.5412  -999.2500  -999.2500
 2646.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.9152   -42.8543    10.8361   -84.8348     7.2231     6.9290     7.5427  -999.2500  -999.2500
 2647.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.4198   -42.3910    10.8067   -84.8348     7.2858     6.9295     7.4404  -999.2500  -999.2500
 2647.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.1395   -42.2289    10.7774   -84.8348     7.3856     6.9300     7.4422  -999.2500  -999.2500
 2648.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.8152   -42.2146    10.7481   -77.3273     7.3842     6.8826     7.4437  -999.2500  -999.2500
 2648.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.6365   -42.5072    10.7187   -77.3273     7.4341     6.8355     7.4969  -999.2500  -999.2500
 2649.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.0337   -42.7969    10.6896   -77.3273     7.3809     6.7420     7.6030  -999.2500  -999.2500
 2649.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    84.1415   -43.2344    10.6840   -77.3273     7.3795     6.7425     7.7707  -999.2500  -999.2500
 2650.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.3861   -43.6747    10.6610   -84.8348     7.3781     6.8145     7.8745  -999.2500  -999.2500
 2650.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    93.8445   -44.1122    10.6620   -83.9637     7.3766     6.9323     7.8216  -999.2500  -999.2500
 2651.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.3590   -44.4019    10.6628   -82.3071     7.2676     6.8370     7.6622  -999.2500  -999.2500
 2651.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    87.2537   -44.8422    10.6638   -80.6506     7.1224     6.7898     7.5064  -999.2500  -999.2500
 2652.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    84.8632   -44.9814    10.6645   -78.9940     7.0720     6.7429     7.4096  -999.2500  -999.2500
 2652.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    85.2340   -45.1205    10.6607   -77.3374     7.0704     6.6917     7.2558  -999.2500  -999.2500
 2653.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.2328   -45.1090    10.6511   -75.6809     7.0691     6.5587     7.1578  -999.2500  -999.2500
 2653.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.8755   -45.1969    10.6519   -74.0243     7.1662     6.5587     7.1107  -999.2500  -999.2500
 2654.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.9149   -45.2350    10.6529   -72.3677     7.1645     6.5587     7.1625  -999.2500  -999.2500
 2654.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.0710   -44.9195    10.6567   -70.7112     7.2633     6.5587     7.2142  -999.2500  -999.2500
 2655.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.3796   -44.7574    10.6695   -69.0546     7.2615     6.6502     7.3168  -999.2500  -999.2500
 2655.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.3858   -44.5954    10.6703   -68.1383     7.2598     6.7429     7.4208  -999.2500  -999.2500
 2656.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.3920   -44.5843    10.6712   -67.9962     7.2082     6.7429     7.5269  -999.2500  -999.2500
 2656.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.6049   -44.3415    10.6871   -60.3466     7.1571     6.6502     7.5812  -999.2500  -999.2500
 2657.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.0244   -44.2590    10.7029   -52.6970     7.0573     6.5587     7.5303  -999.2500  -999.2500
 2657.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.0695   -44.2455    10.7037   -52.5526     7.0041     6.4685     7.2762  -999.2500  -999.2500
 2658.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    96.0139   -43.9329    10.7346   -52.3773     6.9571     6.3355     7.1225  -999.2500  -999.2500
 2658.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   102.0699   -43.6202    10.7375   -52.2352     6.8602     6.2484     6.9353  -999.2500  -999.2500
 2659.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   101.7073   -43.3072    10.7664   -52.0931     6.8587     6.2053     6.8416  -999.2500  -999.2500
 2659.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.8980   -42.9920    10.7824   -51.9510     6.9050     6.1624     6.8439  -999.2500  -999.2500
 2660.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.9042   -42.9806    10.7982   -51.7734     6.9516     6.1199     7.0448  -999.2500  -999.2500
 2660.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.2121   -42.9691    10.8291   -51.6517     7.0472     6.1624     7.3393  -999.2500  -999.2500
 2661.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.4250   -43.2590    10.8301   -59.0322     7.0455     6.2918     7.4955  -999.2500  -999.2500
 2661.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.3585   -43.8470    10.8309   -64.2656     7.0931     6.3795     7.6549  -999.2500  -999.2500
 2662.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    95.9062   -44.4380    10.8317   -66.2200     7.0645     6.4685     7.7638  -999.2500  -999.2500
 2662.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    99.2473   -44.8783    10.8325   -66.0424     7.0410     6.5587     7.7663  -999.2500  -999.2500
 2663.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.7618   -45.3187    10.8334   -65.9159     6.9910     6.5651     7.7684  -999.2500  -999.2500
 2663.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.4721   -45.6084    10.8154   -65.7658     6.9414     6.1199     7.6105  -999.2500  -999.2500
 2664.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.7966   -45.5941    10.8047   -65.6156     6.8914     5.9116     7.5077  -999.2500  -999.2500
 2664.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    98.1376   -45.5827    10.7755   -65.4654     6.8429     5.8708     7.5102  -999.2500  -999.2500
 2665.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   100.2721   -45.2711    10.7741   -65.2964     6.8415     6.0357     7.5121  -999.2500  -999.2500
 2665.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    98.2893   -45.2167    10.7171   -65.1652     6.8402     6.2053     7.5664  -999.2500  -999.2500
 2666.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.5753   -44.9458    10.7028   -65.0150     6.8389     6.2501     7.5683  -999.2500  -999.2500
 2666.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.8832   -44.9316    10.6883   -64.8649     6.8375     6.3795     7.6230  -999.2500  -999.2500
 2667.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.5986   -44.6190    10.6893   -64.7147     6.8359     6.4685     7.5723  -999.2500  -999.2500
 2667.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.5490   -44.6075    10.6901   -64.5503     6.9049     6.5587     7.5225  -999.2500  -999.2500
 2668.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.7673   -44.2949    10.6911   -64.4083     6.9285     6.6964     7.5244  -999.2500  -999.2500
 2668.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.5778   -44.2831    10.6865   -64.2642     6.9808     6.7964     7.4744  -999.2500  -999.2500
 2669.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.9973   -43.9679    10.6625   -64.0885     7.0222     6.9323     7.5289  -999.2500  -999.2500
 2669.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.4557   -43.9565    10.6633   -63.9465     7.0695     6.9323     7.5308  -999.2500  -999.2500
 2670.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    99.3107   -43.9450    10.6643   -56.2968     7.1172     7.0779     7.5852  -999.2500  -999.2500
 2670.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500   100.2328   -43.9336    10.6347   -56.1547     7.1650     7.1270     7.6400  -999.2500  -999.2500
 2671.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    94.2282   -43.9217    10.6207   -55.9771     7.2134     7.1270     7.5892  -999.2500  -999.2500
 2671.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.1388   -43.9078    10.6064   -63.3780     7.2117     7.1270     7.5387  -999.2500  -999.2500
 2672.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.4646   -43.8964    10.5921   -63.2004     7.3111     7.1270     7.4886  -999.2500  -999.2500
 2672.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    92.1907   -43.8849    10.5779   -63.0584     7.3092     7.1270     7.5432  -999.2500  -999.2500
 2673.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.7053   -43.8735    10.5788   -62.9129     7.3611     7.1270     7.8660  -999.2500  -999.2500
 2673.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.0132   -44.1632    10.5576   -62.7386     7.4084     7.0290     8.0892  -999.2500  -999.2500
 2674.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    86.5277   -44.2995    10.5503   -62.5965     7.4065     6.9323     8.3766  -999.2500  -999.2500
 2674.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.6678   -44.8905    10.5511   -62.4544     7.3855     6.9323     7.9821  -999.2500  -999.2500
 2675.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.8023   -45.3308    10.5520   -62.3123     7.3273     6.9323     7.7659  -999.2500  -999.2500
 2675.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    90.5234   -45.6206    10.5528   -62.1347     7.3001     6.8652     7.8224  -999.2500  -999.2500
 2676.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    89.9429   -45.6084    10.5837   -61.9926     7.2987     6.8370     8.0444  -999.2500  -999.2500
 2676.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.7591   -45.4442    10.5847   -61.8505     7.1970     6.7429     8.2727  -999.2500  -999.2500
 2677.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    88.7876   -45.2822    10.6006   -61.7084     7.1955     6.6502     8.2749  -999.2500  -999.2500
 2677.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    91.8270   -44.9695    10.6164   -61.5615     7.0950     6.5587     7.8311  -999.2500  -999.2500
 2678.0000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    97.2797   -44.8037    10.6473   -61.4114     7.0933     6.4874     7.5664  -999.2500  -999.2500
 2678.5000  -999.2500  -999.2500  -999.2500  -999.2500  -999.2500    99.7164   -44.6426    10.6481   -61.2465     6.9943     6.3795     7.4122  -999.2500  -999.2500
