    DEPTH     CALD       TEND       CORR        DEN       NPHI        GRR        SPR       CALR       TENR       RILD       RILM       RFOC       TENS         DT
  532.0000    12.6363   -39.8051     0.0922     2.4510     0.2332    69.4410   -74.6561  -999.2500   -59.8305     6.3129     4.8705     4.8449   -48.0299   104.1957
  532.5000    12.6383   -40.8546     0.1000     2.4496     0.2416    70.0621   -74.8045  -999.2500   -59.9000     6.3125     4.8703     4.8798   -49.0516   104.0365
  533.0000    12.6254   -34.3395     0.1078     2.4459     0.2443    70.3780   -74.9515  -999.2500   -59.9695     6.4003     4.9041     4.9147   -50.0732   103.8773
  533.5000    12.6275   -35.6193     0.1110     2.4415     0.2376    70.9956   -75.2499  -999.2500   -60.0390     6.3998     4.9039     4.9843   -51.0948   103.6432
  534.0000    12.6145   -36.6433     0.1217     2.4297     0.2412    73.4267   -75.3976  -999.2500   -60.1085     6.3993     4.9037     4.9853   -67.0642   103.4840
  534.5000    12.5867   -37.5563     0.1385     2.4208     0.2414    77.6606   -75.6960  -999.2500   -60.1780     6.3546     4.8697     4.9865   -53.1382   103.1751
  535.0000    12.5738   -38.6057     0.1191     2.4201     0.2462    75.8685   -75.6924  -999.2500   -60.2475     6.3103     4.8359     5.0922   -54.1854   103.0908
  535.5000    12.5614   -39.7148     0.1021     2.4248     0.2432    73.1678   -75.6896  -999.2500   -60.3170     6.3099     4.8023     5.1643   -55.4368   103.3058
  536.0000    12.5634   -40.7388     0.0837     2.4354     0.2440    71.0704   -75.6868  -999.2500   -60.3865     6.2224     4.7690     5.2374   -56.4585   104.0448
  536.5000    12.5654   -41.7541     0.0809     2.4385     0.2539    72.8982   -75.3825  -999.2500   -60.4560     6.2220     4.6707     5.1309   -57.4802   105.3952
  537.0000    12.5674   -45.4687     0.0796     2.4326     0.2677    76.2307   -75.3791  -999.2500   -60.5255     6.2216     4.6383     5.0962   -58.5018   106.0468
  537.5000    12.5695   -51.3493     0.0709     2.4275     0.2746    77.7532   -75.0750  -999.2500   -60.5950     6.1354     4.6061     4.9924   -66.9973   105.8103
  538.0000    12.5716   -52.5865     0.0606     2.4245     0.2712    76.8225   -74.7709  -999.2500   -60.6645     6.1350     4.6702     4.9248   -68.0190   105.1272
  538.5000    12.5586   -45.8582     0.0639     2.4210     0.2543    74.9365   -74.4619  -999.2500   -60.7340     6.0920     4.7352     4.9260   -76.5144   104.4440
  539.0000    12.5462   -47.1380     0.0746     2.4196     0.2552    73.5751   -73.8609  -999.2500   -60.8035     6.0495     4.7023     4.9613   -47.6407   104.0603
  539.5000    12.5480   -48.1619     0.0869     2.4257     0.2576    74.5552   -73.7074  -999.2500   -60.8730     5.9657     4.6697     5.0315   -48.6624   104.1256
  540.0000    12.5349   -49.1005     0.0837     2.4319     0.2581    76.9255   -73.5540  -999.2500   -60.9425     5.9653     4.6373     5.1027   -64.6487   104.3407
  540.5000    12.5374   -50.1499     0.0709     2.4448     0.2575    75.7331   -73.8523  -999.2500   -61.0120     5.9648     4.6051     5.1040   -58.1796   104.7803
  541.0000    12.5394   -51.2335     0.0666     2.4479     0.2587    76.0490   -74.1507  -999.2500   -61.0815     6.0478     4.6050     5.0347   -59.4565   105.1450
  541.5000    12.5414   -52.2574     0.0683     2.4435     0.2607    77.5818   -74.5989  -999.2500   -61.1510     6.0474     4.6691     4.9664   -60.4782   105.2852
  542.0000    12.5435   -53.2984     0.0836     2.4399     0.2601    79.3957   -75.3491  -999.2500   -61.2205     6.1316     4.7670     4.9330   -53.7706   104.9581
  542.5000    12.5456   -54.3052     0.0943     2.4370     0.2576    77.0003   -76.0992  -999.2500   -61.2900     6.2263     4.8670     4.9341   -39.8446   104.2160
  543.0000    12.5477   -47.9011     0.0976     2.4363     0.2558    75.8043   -76.5482  -999.2500   -61.3595     6.3471     4.9348     5.0041   -56.0694   103.0837
  543.5000    12.5501   -49.1127     0.0918     2.4402     0.2534    75.5204   -76.5452  -999.2500   -61.4290     6.4803     5.0382     5.1103   -49.6171   101.9514
  544.0000    12.5668   -50.1365     0.0845     2.4434     0.2431    75.2331   -76.5417  -999.2500   -61.4985     6.5704     5.0381     5.2549   -43.1240   101.7922
  544.5000    12.5689   -51.0495     0.0848     2.4487     0.2428    74.3459   -76.5389  -999.2500   -61.5680     6.6618     5.0379     5.4061   -51.6604   101.9324
  545.0000    12.5712   -52.1843     0.0910     2.4564     0.2440    75.5668   -76.5360  -999.2500   -61.6375     6.7078     5.0004     5.5186   -52.6905   102.5966
  545.5000    12.5732   -53.2082     0.0988     2.4655     0.2555    78.2960   -76.3825  -999.2500   -61.7070     6.7072     4.9339     5.4813   -54.7086   103.1859
  546.0000    12.5598   -54.1979     0.0900     2.4716     0.2671    79.5169   -76.2284  -999.2500   -61.7765     6.5686     4.9337     5.4069   -77.1468   104.5237
  546.5000    12.5623   -55.2558     0.0737     2.4635     0.2805    76.8162   -76.2255  -999.2500   -61.8460     6.4726     4.8320     5.4082   -55.7470   105.1130
  547.0000    12.5644   -56.2969     0.0664     2.4538     0.2717    76.8340   -76.0721  -999.2500   -61.9155     6.2562     4.7942     5.4095   -41.8210   105.7899
  547.5000    12.5515   -57.3464     0.0712     2.4445     0.2575    77.1499   -75.9186  -999.2500   -61.9850     6.1268     4.6671     5.3361   -50.5719   106.5886
  548.0000    12.5540   -58.5835     0.0789     2.4338     0.2608    78.7330   -75.6145  -999.2500   -62.0545     6.0420     4.6027     5.1198   -51.5936   106.8809
  548.5000    12.5561   -59.6074     0.0867     2.4309     0.2671    83.2152   -75.3098  -999.2500   -62.1240     6.0416     4.6026     4.9808   -52.6151   106.6445
  549.0000    12.5581   -60.4947     0.0831     2.4355     0.2746    83.8327   -75.3069  -999.2500   -62.1935     5.9578     4.6024     4.9820   -60.8552   105.8116
  549.5000    12.5602   -61.5442     0.0587     2.4341     0.2742    80.8304   -75.0029  -999.2500   -62.2630     5.9989     4.6022     5.0525   -54.6338   104.9788
  550.0000    12.5622   -62.6790     0.0544     2.4327     0.2685    76.9231   -75.0000  -999.2500   -62.3325     6.0404     4.6664     5.1597   -55.6801   103.5472
  550.5000    12.5642   -48.7104     0.0562     2.4427     0.2555    76.3340   -74.9964  -999.2500   -62.4020     6.1243     4.7642     5.2666   -49.1557   102.0414
  551.0000    12.5513   -49.7342     0.0594     2.4565     0.2437    77.8038   -74.9940  -999.2500   -62.4715     6.2205     4.9320     5.3423   -42.6314   100.5355
  551.5000    12.5384   -43.2534     0.0671     2.4730     0.2419    79.3905   -75.0992  -999.2500   -62.5410     6.3839     5.0354     5.4549   -58.7658   100.1457
  552.0000    12.5405   -36.7895     0.0764     2.4926     0.2440    74.2837   -75.2019  -999.2500   -62.6105     6.4280     5.0703     5.5699   -44.7676   101.1167
  552.5000    12.5426   -37.6506     0.0751     2.5025     0.2586    75.5074   -75.3046  -999.2500   -62.6800     6.3830     4.9658     5.7667   -45.7170   103.1088
  553.0000    12.5301   -38.5960     0.0708     2.5079     0.2694    75.2229   -75.4073  -999.2500   -62.7495     6.2946     4.7965     5.7644   -46.6665   105.1847
  553.5000    12.5321   -31.8088     0.0757     2.5110     0.2729    74.6365   -75.4308  -999.2500   -62.8190     6.1217     4.5947     5.3073   -55.0898   107.0761
  554.0000    12.5342   -32.9905     0.0894     2.5066     0.2804    76.7696   -75.5786  -999.2500   -62.8885     5.9537     4.3829     5.1625   -63.5130   108.2649
  554.5000    12.5362   -41.4321     0.1001     2.4857     0.3068    79.2000   -75.5750  -999.2500   -62.9580     5.7105     4.2335     5.0918   -56.9507   109.3040
  555.0000    12.5383   -49.8737     0.1078     2.4835     0.3051    78.9155   -75.8741  -999.2500   -63.0275     5.6314     4.1463     4.9873   -50.4485   109.5220
  555.5000    12.5403   -50.8246     0.1244     2.4777     0.2881    74.4077   -76.1717  -999.2500   -63.0970     5.4767     4.1175     4.8514   -43.9399   109.3613
  556.0000    12.5423   -51.7991     0.1381     2.4665     0.2825    73.5198   -76.4700  -999.2500   -63.1665     5.3930     4.0889     4.7848   -37.4155   107.8555
  556.5000    12.5444   -52.9462     0.1233     2.4539     0.2859    73.5412   -76.5000  -999.2500   -63.2360     5.3261     4.1172     4.8858   -38.6022   107.0233
  557.0000    12.5574   -53.8915     0.1100     2.4592     0.2852    73.2523   -76.7655  -999.2500   -63.3055     5.2523     4.1171     5.0234   -39.5517   107.2391
  557.5000    12.5438   -54.8368     0.1028     2.4706     0.2816    72.3687   -76.7620  -999.2500   -63.3750     5.2317     4.1169     5.1651   -47.9750   107.5296
  558.0000    12.5309   -48.0496     0.1015     2.4850     0.2662    72.7079   -76.7590  -999.2500   -63.4445     5.1791     4.0840     5.2012   -41.2133   108.6436
  558.5000    12.5178   -49.2314     0.0988     2.4979     0.2661    75.4238   -76.7555  -999.2500   -63.5140     5.1737     4.0319     5.1300   -42.4001   109.9092
  559.0000    12.5046   -42.6537     0.0959     2.4920     0.2853    79.6641   -76.7530  -999.2500   -63.5835     5.1426     4.0039     5.0248   -43.3494   110.2727
  559.5000    12.4918   -36.1295     0.0931     2.4869     0.2925    80.5862   -76.7498  -999.2500   -63.6530     5.1182     4.0038     4.9184   -44.2989   110.1868
  560.0000    12.4935   -37.1065     0.1009     2.4757     0.2894    79.6983   -76.5963  -999.2500   -63.7225     5.1063     3.9889     4.8543   -45.2484   109.9535
  560.5000    12.5102   -38.2567     0.1071     2.4676     0.2894    80.6247   -76.4428  -999.2500   -63.7920     5.1060     3.9759     4.8885   -31.2502   109.5704
  561.0000    12.5120   -39.2020     0.0997     2.4640     0.2971    81.8484   -76.4393  -999.2500   -63.8615     5.1413     3.9757     4.9570   -32.2122   109.1125
  561.5000    12.5137   -40.1474     0.0878     2.4611     0.2954    82.1672   -76.1352  -999.2500   -63.9311     5.1409     4.0033     5.0266   -33.1839   108.2055
  562.0000    12.5154   -41.0927     0.0748     2.4574     0.2844    80.0727   -75.8312  -999.2500   -64.0005     5.1763     4.0031     5.0619   -34.3358   107.2985
  562.5000    12.5172   -42.0381     0.0690     2.4522     0.2570    80.3957   -75.6777  -999.2500   -64.0701     5.1760     4.0588     5.1686   -42.7591   106.7657
  563.0000    12.5039   -42.9835     0.0662     2.4502     0.2462    81.0161   -75.5235  -999.2500   -64.1395     5.1756     4.0649     5.2049   -51.1824   106.5346
  563.5000    12.5058   -43.9288     0.0649     2.4488     0.2561    81.0332   -75.3701  -999.2500   -64.2091     5.2092     4.1152     5.2052   -52.1319   106.8978
  564.0000    12.5076   -44.9026     0.0697     2.4489     0.2680    79.8437   -75.3672  -999.2500   -64.2786     5.2472     4.1437     5.2783   -53.0814   107.2633
  564.5000    12.5096   -46.0559     0.0864     2.4490     0.2734    78.0212   -75.5150  -999.2500   -64.3481     5.2468     4.1401     5.2787   -54.0307   107.6287
  565.0000    12.5263   -47.0013     0.1018     2.4499     0.2691    77.1673   -75.5120  -999.2500   -64.4176     5.2465     4.0864     5.2063   -54.9802   108.2984
  565.5000    12.5280   -40.4504     0.1128     2.4523     0.2661    75.3744   -75.8104  -999.2500   -64.4871     5.2461     4.0580     5.1350   -48.4558   108.8942
  566.0000    12.5297   -41.3957     0.1201     2.4564     0.2657    75.0856   -76.1088  -999.2500   -64.5566     5.2458     4.0579     5.0297   -41.9282   109.3965
  566.5000    12.5319   -42.3410     0.0994     2.4630     0.2624    78.7569   -76.4071  -999.2500   -64.6261     5.2453     4.0568     5.0301   -42.8999   109.3877
  567.0000    12.5336   -35.7572     0.0816     2.4609     0.2656    82.0665   -76.7048  -999.2500   -64.6956     5.2450     4.0576     5.0304   -51.3453   108.7801
  567.5000    12.5200   -36.7356     0.0668     2.4558     0.2749    81.7819   -77.0031  -999.2500   -64.7651     5.2447     4.0575     5.1010   -59.9648   108.0228
  568.0000    12.5222   -37.7061     0.0505     2.4499     0.2842    80.5924   -77.3007  -999.2500   -64.8346     5.2443     4.0573     5.1725   -60.9142   108.0140
  568.5000    12.5239   -38.8626     0.0446     2.4507     0.2823    77.8946   -77.2979  -999.2500   -64.9041     5.2076     4.0572     5.2089   -61.8637   108.0052
  569.0000    12.5256   -39.8080     0.0510     2.4584     0.2735    77.0067   -77.2950  -999.2500   -64.9736     5.1712     4.0570     5.2455   -62.8132   108.0712
  569.5000    12.5274   -40.7534     0.0615     2.4646     0.2708    76.1231   -77.2922  -999.2500   -65.0431     5.0996     4.0569     5.1736   -63.7625   108.6612
  570.0000    12.5291   -49.1950     0.1039     2.4669     0.2828    79.1568   -77.2886  -999.2500   -65.1126     5.0290     4.0287     5.1205   -64.7120   109.4758
  570.5000    12.5309   -50.1403     0.0967     2.4565     0.2926    80.6822   -77.1351  -999.2500   -65.1821     4.9593     4.0008     5.0329   -65.6615   110.2155
  571.0000    12.5330   -51.0857     0.0834     2.4513     0.2895    78.5078   -76.9817  -999.2500   -65.2516     4.8232     3.9431     4.9297   -59.1181   111.1108
  571.5000    12.5345   -52.0311     0.0745     2.4477     0.2889    75.2865   -76.9788  -999.2500   -65.3211     4.6908     3.8375     4.7952   -67.5604   112.1517
  572.0000    12.5365   -52.9985     0.0718     2.4598     0.2958    76.2129   -76.9759  -999.2500   -65.3906     4.6258     3.7585     4.6322   -38.6144   111.6838
  572.5000    12.5382   -46.4255     0.0810     2.4727     0.2945    76.5316   -76.9724  -999.2500   -65.4601     4.5617     3.7324     4.5372   -39.8012   111.3008
  573.0000    12.5401   -47.6073     0.1098     2.4813     0.2876    76.8507   -76.9695  -999.2500   -65.5296     4.5298     3.6809     4.5061   -25.8030   111.5165
  573.5000    12.5417   -48.5526     0.1207     2.4873     0.2707    76.8718   -76.9667  -999.2500   -65.5991     4.4982     3.6553     4.5694   -26.7525   112.4059
  574.0000    12.5438   -49.4980     0.0862     2.4806     0.2641    76.5829   -76.6626  -999.2500   -65.6686     4.4979     3.6552     4.5381   -27.7019   112.4742
  574.5000    12.5302   -50.4434     0.0670     2.4567     0.2685    77.2076   -76.6596  -999.2500   -65.7381     4.4976     3.6551     4.4760   -36.1251   112.0141
  575.0000    12.5324   -51.3887     0.0626     2.4395     0.2769    79.9397   -76.6562  -999.2500   -65.8076     4.5286     3.7060     4.4763   -44.5484   111.2568
  575.5000    12.5292   -52.3238     0.0734     2.4366     0.2873    82.9776   -76.6533  -999.2500   -65.8771     4.5599     3.7316     4.5078   -60.4456   109.3018
  576.0000    12.5204   -53.2984     0.0811     2.4495     0.2963    83.8954   -76.4998  -999.2500   -65.9466     4.6879     3.7574     4.6348   -62.4578   107.9457
  576.5000    12.5076   -46.7286     0.0832     2.4565     0.2920    78.7886   -76.6476  -999.2500   -66.0161     4.8869     3.7573     4.8330   -47.3842   107.8621
  577.0000    12.5094   -40.4140     0.0770     2.4550     0.2854    78.2021   -76.6440  -999.2500   -66.0856     5.0241     3.6798     5.0374   -40.5832   108.8263
  577.5000    12.5116   -41.3594     0.0694     2.4499     0.2691    78.8271   -76.6411  -999.2500   -66.1551     5.0237     3.6026     5.1436   -34.3480   110.1847
  578.0000    12.5133   -42.2039     0.0580     2.4448     0.2649    80.9558   -76.9402  -999.2500   -66.2246     4.8185     3.5053     4.9687   -50.4825   111.6436
  578.5000    12.5150   -43.1784     0.0537     2.4411     0.2705    80.6712   -76.9366  -999.2500   -66.2941     4.6216     3.4810     4.7011   -51.4320   112.1682
  579.0000    12.5168   -44.1955     0.0600     2.4390     0.2738    80.0850   -77.2350  -999.2500   -66.3636     4.4946     3.5051     4.4788   -52.3814   111.7081
  579.5000    12.5184   -37.6312     0.0827     2.4368     0.2749    79.8005   -77.5333  -999.2500   -66.4331     4.4325     3.5786     4.2967   -60.8047   110.9507
  580.0000    12.5202   -38.6057     0.1084     2.4431     0.2743    80.4252   -77.5297  -999.2500   -66.5026     4.4941     3.7304     4.2377   -54.0429   108.6964
  580.5000    12.5369   -39.7716     0.1026     2.4514     0.2718    78.3307   -77.6775  -999.2500   -66.5721     4.6849     3.8618     4.4488   -55.2297   105.0948
  581.0000    12.5494   -33.0585     0.0953     2.4560     0.2670    75.3312   -77.6746  -999.2500   -66.6416     4.8838     3.9978     4.8484   -63.6530   102.8405
  581.5000    12.5558   -34.0330     0.0788     2.4563     0.2639    74.7351   -77.6717  -999.2500   -66.7111     5.3076     4.1387     5.2911   -57.1002   101.6341
  582.0000    12.5573   -35.0075     0.0478     2.4510     0.2579    75.3697   -77.6682  -999.2500   -66.7806     5.6493     4.2912     5.5545   -58.0781   101.3259
  582.5000    12.5592   -36.0568     0.0315     2.4473     0.2371    78.4034   -77.8159  -999.2500   -66.8501     5.9302     4.4972     5.6323   -51.5536   101.3922
  583.0000    12.5460   -37.0023     0.0258     2.4482     0.2374    80.8337   -77.8131  -999.2500   -66.9196     6.0127     4.5284     5.3265   -45.0293   101.7574
  583.5000    12.5328   -37.9476     0.0305     2.4506     0.2403    82.0575   -77.8102  -999.2500   -66.9891     6.0996     4.5915     5.2925   -61.1638   102.5778
  584.0000    12.5345   -23.9004     0.0667     2.4620     0.2445    82.3762   -77.8066  -999.2500   -67.0586     6.0958     4.5913     5.3297   -47.1656   103.6347
  584.5000    12.5363   -24.8875     0.0714     2.4704     0.2481    79.9843   -77.8038  -999.2500   -67.1281     6.0114     4.5911     5.3301   -33.1674   103.9016
  585.0000    12.5384   -25.8621     0.0716     2.4750     0.2588    75.1749   -77.8009  -999.2500   -67.1976     5.9282     4.5277     5.2936   -34.1167   103.7409
  585.5000    12.5402   -26.8366     0.0735     2.4811     0.2747    73.9849   -77.7981  -999.2500   -67.2671     5.7655     4.5276     5.1138   -42.5400   103.2830
  586.0000    12.5417   -27.9183     0.0796     2.4895     0.2731    74.0432   -77.6405  -999.2500   -67.3366     5.6071     4.4651     5.0436   -50.9633   102.3760
  586.5000    12.5437   -28.7856     0.0934     2.4973     0.2683    76.7388   -77.1892  -999.2500   -67.4061     5.4912     4.4341     5.0091   -51.9128   101.6935
  587.0000    12.5453   -29.7601     0.1146     2.4904     0.2556    79.7725   -76.8852  -999.2500   -67.4756     5.3777     4.4033     5.0794   -45.3662   101.4602
  587.5000    12.5471   -30.7544     0.1388     2.4835     0.2538    82.2028   -76.7317  -999.2500   -67.5451     5.3233     4.4032     5.1866   -53.8116   101.5284
  588.0000    12.5489   -24.2035     0.1300     2.4757     0.2630    81.2951   -76.5782  -999.2500   -67.6146     5.2453     4.2827     5.2593   -54.7833   100.7689
  588.5000    12.5510   -25.1874     0.1197     2.4751     0.2711    77.7164   -76.2741  -999.2500   -67.6841     5.2294     4.2236     5.1873   -55.9479    99.9367
  589.0000    12.5375   -26.1619     0.1125     2.4812     0.2740    76.8243   -76.4212  -999.2500   -67.7536     5.1929     4.1653     5.0809   -34.4759    99.8531
  589.5000    12.5393   -27.2758     0.1175     2.4881     0.2746    75.9364   -76.8701  -999.2500   -67.8231     5.2288     4.1364     5.0078   -42.8992    99.8443
  590.0000    12.5413   -28.1110     0.0739     2.4905     0.2826    74.7511   -77.1692  -999.2500   -67.8926     5.2283     4.1077     4.9085   -58.7962    99.7555
  590.5000    12.5430   -29.1666     0.0681     2.4891     0.2841    73.8675   -77.4669  -999.2500   -67.9621     5.3011     4.1075     4.8078   -59.7457    98.5209
  591.0000    12.5447   -30.0600     0.0774     2.4892     0.2847    74.1863   -78.0657  -999.2500   -68.0316     5.3748     4.1647     4.7749   -45.7475    98.0193
  591.5000    12.5465   -31.0573     0.0821     2.4916     0.2759    74.5051   -78.2134  -999.2500   -68.1011     5.4496     4.2887     4.7423   -31.5119    98.5344
  592.0000    12.5483   -32.0090     0.0823     2.4925     0.2575    75.1255   -78.3619  -999.2500   -68.1706     5.6025     4.4632     5.1539   -32.6987   100.4717
  592.5000    12.5504   -32.9835     0.0825     2.4948     0.2431    76.0518   -78.3583  -999.2500   -68.2401     5.7598     4.4631     5.6012   -48.5957   102.3342
  593.0000    12.5521   -34.1298     0.0827     2.4949     0.2445    78.7839   -78.3554  -999.2500   -68.3096     5.9215     4.4015     5.9621   -42.0714   104.7206
  593.5000    12.5539   -27.3425     0.0891     2.4958     0.2478    81.8176   -78.3519  -999.2500   -68.3791     6.0457     4.4014     5.4868   -50.4947   104.8637
  594.0000    12.5556   -28.5242     0.0967     2.4944     0.2570    83.9463   -78.3490  -999.2500   -68.4486     6.1726     4.4626     5.0844   -36.7338   103.5053
  594.5000    12.5424   -29.4697     0.1000     2.4861     0.2573    85.1704   -78.0449  -999.2500   -68.5181     6.3519     4.6198     4.9115   -45.1571   101.7001
  595.0000    12.5142   -30.4150     0.1077     2.4759     0.2542    84.8897   -78.0421  -999.2500   -68.5876     6.5241     4.7168     4.9804   -46.1065   100.0446
  595.5000    12.4995   -34.6693     0.1214     2.4655     0.2374    83.7002   -78.0271  -999.2500   -68.6571     6.6608     4.7824     5.1209   -39.3447    98.6885
  596.0000    12.4429   -39.8051     0.1306     2.4664     0.2355    81.0024   -77.7344  -999.2500   -68.7266     6.8005     4.9166     5.3758   -40.5316    98.8353
  596.5000    12.4003   -40.7796     0.1248     2.4695     0.2373    77.3897   -77.7316  -999.2500   -68.7961     6.8951     4.9165     5.9239   -48.9549    99.7426
  597.0000    12.3866   -41.9290     0.1011     2.4726     0.2441    76.5160   -77.5781  -999.2500   -68.8656     6.8946     4.9505     6.2187   -49.9044   102.4024
  597.5000    12.3888   -42.8744     0.0786     2.4750     0.2489    77.4380   -77.7259  -999.2500   -68.9351     6.8941     4.8822     6.1336   -50.8538   103.5163
  598.0000    12.3907   -43.8197     0.0860     2.4813     0.2693    80.7734   -77.7229  -999.2500   -69.0046     6.7049     4.7457     5.7631   -59.2770   104.6303
  598.5000    12.3773   -44.7651     0.1018     2.4835     0.2698    81.7053   -77.7194  -999.2500   -69.0741     6.4310     4.5550     5.4527   -52.3657   105.9688
  599.0000    12.3791   -45.6522     0.0795     2.4814     0.2634    80.5102   -77.5660  -999.2500   -69.1436     5.9993     4.4303     5.2309   -38.7544   106.7833
  599.5000    12.3812   -46.6559     0.0602     2.4635     0.2634    79.6181   -77.4125  -999.2500   -69.2131     5.6749     4.3090     5.0531   -39.9413   106.6997
  600.0000    12.3676   -47.6012     0.0514     2.4343     0.2736    79.0318   -77.2590  -999.2500   -69.2771     5.5191     4.2496     4.9839   -65.0060   106.0180
  600.5000    12.3697   -48.5757     0.0606     2.4359     0.2732    79.0532   -77.1049  -999.2500   -69.2609     5.3677     4.1909     4.9664   -71.5247   105.6355
  601.0000    12.3715   -49.7282     0.0623     2.4398     0.2783    78.1920   -77.1020  -999.2500   -69.2458     5.3673     4.1618     4.9861   -64.9212   105.2370
  601.5000    12.3578   -50.6736     0.0595     2.4429     0.2820    78.4694   -76.9485  -999.2500   -69.2307     5.3669     4.1617     5.0919   -73.3184   104.6220
  602.0000    12.3600   -51.6190     0.0505     2.4453     0.2917    81.4974   -76.9457  -999.2500   -69.2157     5.2881     4.1615     5.1999   -59.2145   103.5882
  602.5000    12.3633   -53.3465     0.0330     2.4499     0.2815    83.0171   -76.9707  -999.2500   -69.2006     5.2193     4.1655     5.2735   -45.1505   103.7298
  603.0000    12.3654   -54.4408     0.0498     2.4635     0.2697    84.2353   -77.0168  -999.2500   -69.1856     5.2188     4.2193     5.2381   -46.2550   103.8734
  603.5000    12.3524   -47.7654     0.0530     2.4727     0.2598    85.1543   -77.0629  -999.2500   -69.1705     5.2915     4.2781     5.1670   -47.1386   103.6387
  604.0000    12.3395   -49.1333     0.0562     2.4773     0.2567    85.4674   -77.3856  -999.2500   -69.1554     5.3651     4.3077     5.1323   -48.0221   103.1066
  604.5000    12.3117   -50.2276     0.0579     2.4489     0.2609    83.0655   -77.6840  -999.2500   -69.1404     5.4397     4.3693     5.1336   -56.3796   102.2751
  605.0000    12.2988   -43.8257     0.0689     2.4399     0.2601    80.6637   -77.9823  -999.2500   -69.1253     5.5924     4.4593     5.2065   -72.2109   101.8199
  605.5000    12.3013   -48.0011     0.0720     2.4370     0.2506    80.0717   -78.2800  -999.2500   -69.1102     5.6703     4.5528     5.3911   -80.5684   102.2589
  606.0000    12.3034   -53.5982     0.0708     2.4372     0.2454    81.2926   -78.2771  -999.2500   -69.0952     5.8294     4.6161     5.5438   -81.4520   103.1490
  606.5000    12.2900   -54.8786     0.0380     2.4373     0.2499    82.8123   -78.2736  -999.2500   -69.0801     5.9517     4.6481     5.5065   -74.6409   103.4423
  607.0000    12.2925   -55.9729     0.0337     2.4367     0.2619    82.5221   -78.2365  -999.2500   -69.0651     6.0765     4.6722     5.4649   -75.7453   103.5090
  607.5000    12.2946   -56.9715     0.0294     2.4346     0.2726    82.0437   -77.9666  -999.2500   -69.0500     6.2038     4.7042     5.3214   -69.1551   103.2743
  608.0000    12.2816   -58.1615     0.0297     2.4317     0.2624    81.0385   -77.8132  -999.2500   -69.0349     6.3341     4.7362     5.2492   -62.5649   102.8171
  608.5000    12.2687   -59.2560     0.0345     2.4266     0.2527    81.6532   -77.6596  -999.2500   -69.0199     6.5118     4.7682     5.2502   -55.9747   102.2101
  609.0000    12.2558   -52.8486     0.0407     2.4321     0.2596    83.7791   -77.3550  -999.2500   -69.0048     6.6024     4.8262     5.3253   -57.4725   101.3038
  609.5000    12.2580   -53.9731     0.0364     2.4387     0.2686    85.9021   -77.0509  -999.2500   -68.9898     6.6943     4.9284     5.4377   -72.7205   100.0921
  610.0000    12.2450   -47.5465     0.0352     2.4497     0.2676    86.5139   -76.8373  -999.2500   -68.9747     6.6014     4.9978     5.5917   -66.0993    99.3413
  610.5000    12.2321   -48.9144     0.0475     2.4626     0.2676    79.5900   -76.7440  -999.2500   -68.9596     6.4203     5.0332     5.7900   -59.5091    99.5008
  611.0000    12.2192   -49.8501     0.0507     2.4770     0.2693    78.9981   -76.4392  -999.2500   -68.9446     6.2441     4.9991     5.9953   -60.6136    99.9496
  611.5000    12.2068   -50.9746     0.0539     2.4960     0.2690    79.9173   -76.4364  -999.2500   -68.9295     6.0677     4.8632     6.2080   -61.4972   101.4109
  612.0000    12.2088   -52.0989     0.0557     2.5051     0.2696    80.2304   -76.4335  -999.2500   -68.9144     5.7442     4.5698     5.8745   -62.3808   103.8728
  612.5000    12.2108   -53.2917     0.0574     2.4917     0.2756    79.0352   -76.7319  -999.2500   -68.8994     5.5096     4.2057     5.5204   -63.2644   105.1371
  613.0000    12.2129   -54.3478     0.0591     2.4821     0.2944    78.7449   -77.0302  -999.2500   -68.8843     5.3583     4.0349     5.1876   -64.1480   105.8775
  613.5000    12.2149   -55.4805     0.0504     2.4725     0.3157    79.0608   -77.1780  -999.2500   -68.8693     5.2113     3.9524     5.0109   -65.0317   106.6927
  614.0000    12.2020   -64.0930     0.0386     2.4658     0.3172    79.9772   -77.3257  -999.2500   -68.8542     5.0682     3.9256     4.8424   -65.9153   107.2085
  614.5000    12.2046   -65.1655     0.0282     2.4605     0.3102    79.9886   -77.3222  -999.2500   -68.8391     4.9980     3.9535     4.7437   -66.7988   107.4998
  615.0000    12.2066   -58.8455     0.0211     2.4519     0.2996    79.0950   -77.3193  -999.2500   -68.8241     4.9873     3.9541     4.6794   -67.6824   107.7163
  615.5000    12.2087   -52.6352     0.0154     2.4453     0.2918    78.5060   -77.4670  -999.2500   -68.8090     4.9284     3.9546     4.6803   -68.5661   107.8599
  616.0000    12.1952   -53.7295     0.0081     2.4431     0.2917    79.1207   -77.4639  -999.2500   -68.7940     4.9281     3.9552     4.7162   -69.4497   107.6252
  616.5000    12.1976   -47.3276     0.0038     2.4501     0.2911    80.6404   -77.4606  -999.2500   -68.7789     4.9620     3.9557     4.7807   -70.3333   107.1679
  617.0000    12.1844   -48.4219     0.0221     2.4517     0.2867    82.4617   -77.4578  -999.2500   -68.7638     4.9963     3.9563     4.8484   -71.2257   106.4113
  617.5000    12.2019   -49.5163     0.0478     2.4564     0.2778    81.8698   -77.4548  -999.2500   -68.7488     4.9959     4.0120     4.9170   -72.1005   106.1038
