   DEPTH     ILD     GR      RHOB     DT
 1530.6500 12.3200 109.4130  2.2210 117.5030
 1530.7000 12.2510 109.4130  2.2210 117.5030
 1530.7500 12.2280 109.4130  2.2260 117.5030
 1530.8000 12.2280 108.2220  2.2320 116.4190
 1530.8500 12.2510 108.2220  2.2390 116.4190
 1530.9000 12.2400 108.2220  2.2470 116.4190
 1530.9500 12.2510 102.7080  2.2540 115.3120
 1531.0000 12.2510 102.7080  2.2600 115.3120
 1531.0500 12.2510 102.7080  2.2670 115.3120
 1531.1000 12.2510 103.8900  2.2760 115.0740
 1531.1500 12.2400 103.8900  2.2840 115.0740
 1531.2000 12.2510 103.8900  2.2860 115.0740
 1531.2500 12.2970 105.5790  2.2820 114.8510
 1531.3000 12.2510 105.5790  2.2750 114.8510
 1531.3500 12.2740 105.5790  2.2680 114.8510
 1531.4000 12.3200 111.0930  2.2620 114.4120
 1531.4500 12.2970 111.0930  2.2570 114.4120
 1531.5000 12.2970 111.0930  2.2520 114.4120
 1531.5500 12.2970 111.1610  2.2460 114.9120
 1531.6000 12.2740 111.1610  2.2400 114.9120
 1531.6500 12.2740 111.1610  2.2360 114.9120
 1531.7000 12.2970 113.0140  2.2340 116.0460
 1531.7500 12.3200 113.0140  2.2360 116.0460
 1531.8000 12.2970 113.0140  2.2390 116.0460
 1531.8500 12.2970 114.4900  2.2410 115.9590
 1531.9000 12.2510 114.4900  2.2450 115.9590
 1531.9500 12.2630 114.4900  2.2450 115.9590
 1532.0000 12.2970 114.4900  2.2470 115.9590
 1532.0500 12.2740 116.4480  2.2480 116.3030
 1532.1000 12.2510 116.4480  2.2490 116.3030
 1532.1500 12.2510 116.4480  2.2480 116.3030
 1532.2000 12.2860 116.2650  2.2470 114.6680
 1532.2500 12.2510 116.2650  2.2460 114.6680
 1532.3000 12.2740 116.2650  2.2440 114.6680
 1532.3500 12.2740 115.9060  2.2420 113.7240
 1532.4000 12.3200 115.9060  2.2400 113.7240
 1532.4500 12.2630 115.9060  2.2410 113.7240
 1532.5000 12.2740 111.3670  2.2450 113.3930
 1532.5500 12.2280 111.3670  2.2520 113.3930
 1532.6000 12.2280 111.3670  2.2590 113.3930
 1532.6500 12.2280 109.3850  2.2630 113.1450
 1532.7000 12.2510 109.3850  2.2660 113.1450
 1532.7500 12.2510 109.3850  2.2690 113.1450
 1532.8000 12.2510 102.5660  2.2730 111.9230
 1532.8500 12.2400 102.5660  2.2770 111.9230
 1532.9000 12.2510 102.5660  2.2780 111.9230
 1532.9500 12.2740 104.2410  2.2750 111.5060
 1533.0000 12.2740 104.2410  2.2700 111.5060
 1533.0500 12.2740 104.2410  2.2650 111.5060
 1533.1000 12.2740 109.6270  2.2640 112.0550
 1533.1500 12.3550 109.6270  2.2640 112.0550
 1533.2000 12.2400 109.6270  2.2640 112.0550
 1533.2500 12.2510 116.9550  2.2640 112.8950
 1533.3000 12.2280 116.9550  2.2640 112.8950
 1533.3500 12.2280 116.9550  2.2650 112.8950
 1533.4000 12.2280 121.3590  2.2660 113.5180
 1533.4500 12.2170 121.3590  2.2660 113.5180
 1533.5000 12.2050 121.3590  2.2650 113.5180
 1533.5500 12.2510 118.0930  2.2640 114.3350
 1533.6000 12.2970 118.0930  2.2640 114.3350
 1533.6500 12.2280 118.0930  2.2640 114.3350
 1533.7000 12.2510 114.6660  2.2640 115.3680
 1533.7500 12.2630 114.6660  2.2620 115.3680
 1533.8000 12.2740 114.6660  2.2600 115.3680
 1533.8500 12.2740 112.1460  2.2600 116.0190
 1533.9000 12.2970 112.1460  2.2630 116.0190
 1533.9500 12.2280 112.1460  2.2660 116.0190
 1534.0000 12.2630 115.9700  2.2690 116.3980
 1534.0500 12.2970 115.9700  2.2690 116.3980
 1534.1000 12.2970 115.9700  2.2650 116.3980
 1534.1500 12.2280 115.6270  2.2610 116.2780
 1534.2000 12.2280 115.6270  2.2590 116.2780
 1534.2500 12.2400 115.6270  2.2580 116.2780
 1534.3000 12.2280 113.1150  2.2580 116.0250
 1534.3500 12.2970 113.1150  2.2570 116.0250
 1534.4000 12.2510 113.1150  2.2530 116.0250
 1534.4500 12.2280 106.6150  2.2500 115.2510
 1534.5000 12.1820 106.6150  2.2490 115.2510
 1534.5500 12.2050 106.6150  2.2500 115.2510
 1534.6000 12.3430 109.7550  2.2510 115.3170
 1534.6500 12.4240 109.7550  2.2500 115.3170
 1534.7000 12.5740 109.7550  2.2470 115.3170
 1534.7500 12.2170 108.2900  2.2430 115.5520
 1534.8000 12.1820 108.2900  2.2390 115.5520
 1534.8500 12.2050 108.2900  2.2370 115.5520
 1534.9000 12.1820 111.2610  2.2340 115.7140
 1534.9500 12.2050 111.2610  2.2320 115.7140
 1535.0000 12.2170 111.2610  2.2290 115.7140
 1535.0500 12.2050 113.7740  2.2280 116.0940
 1535.1000 12.2280 113.7740  2.2270 116.0940
 1535.1500 12.1820 113.7740  2.2270 116.0940
 1535.2000 12.2050 113.7740  2.2220 116.0940
 1535.2500 12.2400 114.8860  2.2170 116.3160
 1535.3000 12.1940 114.8860  2.2130 116.3160
 1535.3500 12.2510 114.8860  2.2130 116.3160
 1535.4000 12.2510 117.9410  2.2160 116.4560
 1535.4500 12.2280 117.9410  2.2190 116.4560
 1535.5000 12.1820 117.9410  2.2230 116.4560
 1535.5500 12.1820 113.7440  2.2250 116.5540
 1535.6000 12.1820 113.7440  2.2280 116.5540
 1535.6500 12.1820 113.7440  2.2340 116.5540
 1535.7000 12.1820 116.8200  2.2430 116.5280
 1535.7500 12.1820 116.8200  2.2510 116.5280
 1535.8000 12.1820 116.8200  2.2540 116.5280
 1535.8500 12.1820 112.0930  2.2560 116.5530
 1535.9000 12.2280 112.0930  2.2570 116.5530
 1535.9500 12.3550 112.0930  2.2580 116.5530
 1536.0000 12.3430 109.5900  2.2610 116.3100
 1536.0500 12.4820 109.5900  2.2630 116.3100
 1536.1000 12.2050 109.5900  2.2650 116.3100
 1536.1500 12.1940 103.3960  2.2670 116.2970
 1536.2000 12.1820 103.3960  2.2670 116.2970
 1536.2500 12.1820 103.3960  2.2670 116.2970
 1536.3000 12.2050 108.9180  2.2660 115.5130
 1536.3500 12.2050 108.9180  2.2660 115.5130
 1536.4000 12.2050 108.9180  2.2650 115.5130
 1536.4500 12.2050 110.1740  2.2620 115.6790
 1536.5000 12.2050 110.1740  2.2600 115.6790
 1536.5500 12.2280 110.1740  2.2580 115.6790
 1536.6000 12.2280 117.3790  2.2570 115.4260
 1536.6500 12.2630 117.3790  2.2570 115.4260
 1536.7000 12.2050 117.3790  2.2570 115.4260
 1536.7500 12.1820 110.7210  2.2570 115.0300
 1536.8000 12.1820 110.7210  2.2570 115.0300
 1536.8500 12.1820 110.7210  2.2560 115.0300
 1536.9000 12.1820 116.9820  2.2560 115.0770
 1536.9500 12.1820 116.9820  2.2560 115.0770
 1537.0000 12.1820 116.9820  2.2550 115.0770
 1537.0500 12.1590 108.8530  2.2520 115.9590
 1537.1000 12.1820 108.8530  2.2470 115.9590
 1537.1500 12.2050 108.8530  2.2410 115.9590
 1537.2000 12.1820 111.1030  2.2370 116.8830
 1537.2500 12.1940 111.1030  2.2340 116.8830
 1537.3000 12.2050 111.1030  2.2320 116.8830
 1537.3500 12.1820 110.9130  2.2320 116.9650
 1537.4000 12.1820 110.9130  2.2300 116.9650
 1537.4500 12.2050 110.9130  2.2300 116.9650
 1537.5000 12.2050 117.1850  2.2310 116.4640
 1537.5500 12.2280 117.1850  2.2320 116.4640
 1537.6000 12.4120 117.1850  2.2350 116.4640
 1537.6500 12.4820 121.0070  2.2370 116.6090
 1537.7000 12.2050 121.0070  2.2370 116.6090
 1537.7500 12.2050 121.0070  2.2360 116.6090
 1537.8000 12.2280 115.9820  2.2330 115.9490
 1537.8500 12.2280 115.9820  2.2310 115.9490
 1537.9000 12.2510 115.9820  2.2300 115.9490
 1537.9500 12.2280 117.8390  2.2310 115.8470
 1538.0000 12.2280 117.8390  2.2340 115.8470
 1538.0500 12.1940 117.8390  2.2370 115.8470
 1538.1000 12.2280 116.3740  2.2400 116.0030
 1538.1500 12.2280 116.3740  2.2430 116.0030
 1538.2000 12.2280 116.3740  2.2450 116.0030
 1538.2500 12.2400 113.6030  2.2500 115.8830
 1538.3000 12.2280 113.6030  2.2500 115.8830
 1538.3500 12.2510 113.6030  2.2560 115.8830
 1538.4000 12.3890 113.6030  2.2620 115.8830
 1538.4500 12.2050 116.5700  2.2650 115.9950
 1538.5000 12.2280 116.5700  2.2640 115.9950
 1538.5500 12.2280 116.5700  2.2630 115.9950
 1538.6000 12.2280 119.7860  2.2630 114.8470
 1538.6500 12.2050 119.7860  2.2650 114.8470
 1538.7000 12.2280 119.7860  2.2670 114.8470
 1538.7500 12.2050 122.1380  2.2680 114.5600
 1538.8000 12.2280 122.1380  2.2670 114.5600
 1538.8500 12.1820 122.1380  2.2650 114.5600
 1538.9000 12.2280 118.7880  2.2640 114.6500
 1538.9500 12.2050 118.7880  2.2640 114.6500
 1539.0000 12.2280 118.7880  2.2630 114.6500
 1539.0500 12.2280 115.2590  2.2610 114.8540
 1539.1000 12.2280 115.2590  2.2590 114.8540
 1539.1500 12.2280 115.2590  2.2550 114.8540
 1539.2000 12.2280 114.4220  2.2510 114.8800
 1539.2500 12.2280 114.4220  2.2480 114.8800
 1539.3000 12.2280 114.4220  2.2450 114.8800
 1539.3500 12.2280 116.8470  2.2430 115.1640
 1539.4000 12.2280 116.8470  2.2420 115.1640
 1539.4500 12.2510 116.8470  2.2410 115.1640
 1539.5000 12.3430 114.0200  2.2410 114.5050
 1539.5500 12.2510 114.0200  2.2410 114.5050
 1539.6000 12.2510 114.0200  2.2420 114.5050
 1539.6500 12.3430 113.1820  2.2420 115.2480
 1539.7000 12.3890 113.1820  2.2410 115.2480
 1539.7500 12.2740 113.1820  2.2410 115.2480
 1539.8000 12.2860 104.4540  2.2410 115.5100
 1539.8500 12.2740 104.4540  2.2410 115.5100
 1539.9000 12.3200 104.4540  2.2430 115.5100
 1539.9500 12.2400 103.4070  2.2440 115.3480
 1540.0000 12.2510 103.4070  2.2440 115.3480
 1540.0500 12.2510 103.4070  2.2430 115.3480
 1540.1000 12.2510 109.2290  2.2440 114.7020
 1540.1500 12.2280 109.2290  2.2490 114.7020
 1540.2000 12.2510 109.2290  2.2540 114.7020
 1540.2500 12.2280 120.1390  2.2560 114.3260
 1540.3000 12.2280 120.1390  2.2560 114.3260
 1540.3500 12.2280 120.1390  2.2520 114.3260
 1540.4000 12.2050 123.8280  2.2500 113.6630
 1540.4500 12.2170 123.8280  2.2510 113.6630
 1540.5000 12.2170 123.8280  2.2530 113.6630
 1540.5500 12.2510 119.4700  2.2540 113.6650
 1540.6000 12.2280 119.4700  2.2500 113.6650
 1540.6500 12.2280 119.4700  2.2450 113.6650
 1540.7000 12.2280 112.2120  2.2410 113.9750
 1540.7500 12.2050 112.2120  2.2400 113.9750
 1540.8000 12.2050 112.2120  2.2420 113.9750
 1540.8500 12.2050 113.6080  2.2430 115.3200
 1540.9000 12.2170 113.6080  2.2440 115.3200
 1540.9500 12.2050 113.6080  2.2430 115.3200
 1541.0000 12.2280 117.1670  2.2430 114.9930
 1541.0500 12.2280 117.1670  2.2450 114.9930
 1541.1000 12.2050 117.1670  2.2480 114.9930
 1541.1500 12.2280 120.9450  2.2520 114.6090
 1541.2000 12.2050 120.9450  2.2570 114.6090
 1541.2500 12.2050 120.9450  2.2610 114.6090
 1541.3000 12.2050 117.1170  2.2630 115.2370
 1541.3500 12.2280 117.1170  2.2610 115.2370
 1541.4000 12.2280 117.1170  2.2590 115.2370
 1541.4500 12.2050 112.1570  2.2560 115.1670
 1541.5000 12.2280 112.1570  2.2560 115.1670
 1541.5500 12.2740 112.1570  2.2540 115.1670
 1541.6000 12.2280 112.1570  2.2520 115.1670
 1541.6500 12.2970 109.5660  2.2470 114.8460
 1541.7000 12.2630 109.5660  2.2370 114.8460
 1541.7500 12.2740 109.5660  2.2240 114.8460
 1541.8000 12.2970 109.7700  2.2150 114.7680
 1541.8500 12.2970 109.7700  2.2110 114.7680
 1541.9000 12.3430 109.7700  2.2120 114.7680
 1541.9500 12.5620 108.6580  2.2130 114.1010
 1542.0000 12.9650 108.6580  2.2130 114.1010
 1542.0500 12.9650 108.6580  2.2130 114.1010
 1542.1000 12.7810 109.0200  2.2170 114.2840
 1542.1500 12.2510 109.0200  2.2270 114.2840
 1542.2000 12.2860 109.0200  2.2380 114.2840
 1542.2500 12.3660 113.2130  2.2460 114.4890
 1542.3000 12.2280 113.2130  2.2500 114.4890
 1542.3500 12.2280 113.2130  2.2520 114.4890
 1542.4000 12.2400 115.2540  2.2530 114.3480
 1542.4500 12.2280 115.2540  2.2550 114.3480
 1542.5000 12.2280 115.2540  2.2570 114.3480
 1542.5500 12.2280 114.2630  2.2550 114.0900
 1542.6000 12.2280 114.2630  2.2510 114.0900
 1542.6500 12.2280 114.2630  2.2470 114.0900
 1542.7000 12.2280 113.0070  2.2470 114.0970
 1542.7500 12.2740 113.0070  2.2490 114.0970
 1542.8000 12.2510 113.0070  2.2510 114.0970
 1542.8500 12.2510 113.5020  2.2520 114.5820
 1542.9000 12.3430 113.5020  2.2540 114.5820
 1542.9500 12.2280 113.5020  2.2560 114.5820
 1543.0000 12.2170 109.3990  2.2600 115.0920
 1543.0500 12.2280 109.3990  2.2630 115.0920
 1543.1000 12.2280 109.3990  2.2630 115.0920
 1543.1500 12.2280 110.3100  2.2630 114.9230
 1543.2000 12.2280 110.3100  2.2600 114.9230
 1543.2500 12.2280 110.3100  2.2560 114.9230
 1543.3000 12.2050 107.8540  2.2530 114.5510
 1543.3500 12.4360 107.8540  2.2490 114.5510
 1543.4000 12.2740 107.8540  2.2470 114.5510
 1543.4500 12.2050 107.3510  2.2460 113.9840
 1543.5000 12.2280 107.3510  2.2440 113.9840
 1543.5500 12.2170 107.3510  2.2440 113.9840
 1543.6000 12.2280 106.1030  2.2440 113.8750
 1543.6500 12.2280 106.1030  2.2450 113.8750
 1543.7000 12.2050 106.1030  2.2480 113.8750
 1543.7500 12.2170 113.3510  2.2500 113.9470
 1543.8000 12.2050 113.3510  2.2500 113.9470
 1543.8500 12.2280 113.3510  2.2470 113.9470
 1543.9000 12.2280 120.2480  2.2420 114.3450
 1543.9500 12.2280 120.2480  2.2360 114.3450
 1544.0000 12.2280 120.2480  2.2320 114.3450
 1544.0500 12.2280 120.3750  2.2300 114.1280
 1544.1000 12.2510 120.3750  2.2280 114.1280
 1544.1500 12.2280 120.3750  2.2270 114.1280
 1544.2000 12.2280 110.3260  2.2270 114.5460
 1544.2500 12.2280 110.3260  2.2280 114.5460
 1544.3000 12.2280 110.3260  2.2310 114.5460
 1544.3500 12.2280 108.0970  2.2350 113.8240
 1544.4000 12.2280 108.0970  2.2380 113.8240
 1544.4500 12.2170 108.0970  2.2400 113.8240
 1544.5000 12.2280 110.1910  2.2400 113.5450
 1544.5500 12.2280 110.1910  2.2390 113.5450
 1544.6000 12.2280 110.1910  2.2370 113.5450
 1544.6500 12.2510 110.1910  2.2370 113.5450
 1544.7000 12.4360 114.8890  2.2350 113.6600
 1544.7500 12.5620 114.8890  2.2320 113.6600
 1544.8000 12.2400 114.8890  2.2280 113.6600
 1544.8500 12.2510 114.8970  2.2240 114.4710
 1544.9000 12.2510 114.8970  2.2240 114.4710
 1544.9500 12.2280 114.8970  2.2270 114.4710
 1545.0000 12.2400 113.5500  2.2320 114.3640
 1545.0500 12.2280 113.5500  2.2350 114.3640
 1545.1000 12.2280 113.5500  2.2350 114.3640
 1545.1500 12.2510 114.5430  2.2350 114.7080
 1545.2000 12.2510 114.5430  2.2370 114.7080
 1545.2500 12.2280 114.5430  2.2420 114.7080
 1545.3000 12.2510 118.0330  2.2470 114.7480
 1545.3500 12.4820 118.0330  2.2480 114.7480
 1545.4000 12.7120 118.0330  2.2460 114.7480
 1545.4500 12.4240 111.3000  2.2410 114.5410
 1545.5000 12.2510 111.3000  2.2400 114.5410
 1545.5500 12.2280 111.3000  2.2410 114.5410
 1545.6000 12.2510 112.9160  2.2410 114.6260
 1545.6500 12.2740 112.9160  2.2400 114.6260
 1545.7000 12.5280 112.9160  2.2370 114.6260
 1545.7500 12.2970 110.2600  2.2340 115.2140
 1545.8000 12.2740 110.2600  2.2340 115.2140
 1545.8500 12.3090 110.2600  2.2350 115.2140
 1545.9000 12.6890 115.8270  2.2370 115.3660
 1545.9500 12.2510 115.8270  2.2370 115.3660
 1546.0000 12.3660 115.8270  2.2360 115.3660
 1546.0500 12.3430 113.8400  2.2380 115.7640
 1546.1000 12.3890 113.8400  2.2400 115.7640
 1546.1500 12.4930 113.8400  2.2430 115.7640
 1546.2000 12.7350 113.5640  2.2470 115.1300
 1546.2500 12.8960 113.5640  2.2500 115.1300
 1546.3000 12.3200 113.5640  2.2530 115.1300
 1546.3500 12.2970 111.4410  2.2560 114.5980
 1546.4000 12.3200 111.4410  2.2580 114.5980
 1546.4500 12.5620 111.4410  2.2590 114.5980
 1546.5000 12.3430 113.0310  2.2600 114.2650
 1546.5500 12.3890 113.0310  2.2620 114.2650
 1546.6000 12.2510 113.0310  2.2610 114.2650
 1546.6500 12.6890 111.8440  2.2580 113.9990
 1546.7000 12.2510 111.8440  2.2540 113.9990
 1546.7500 12.3200 111.8440  2.2480 113.9990
 1546.8000 12.2170 111.2450  2.2430 113.5810
 1546.8500 12.1820 111.2450  2.2400 113.5810
 1546.9000 12.2050 111.2450  2.2400 113.5810
 1546.9500 12.1820 109.8410  2.2390 113.6570
 1547.0000 12.1940 109.8410  2.2360 113.6570
 1547.0500 12.1820 109.8410  2.2340 113.6570
 1547.1000 12.1820 112.0750  2.2350 114.0160
 1547.1500 12.1820 112.0750  2.2370 114.0160
 1547.2000 12.2050 112.0750  2.2400 114.0160
 1547.2500 12.1940 109.1450  2.2430 113.8360
 1547.3000 12.1820 109.1450  2.2450 113.8360
 1547.3500 12.1820 109.1450  2.2480 113.8360
 1547.4000 12.2050 104.4770  2.2510 114.5600
 1547.4500 12.1940 104.4770  2.2550 114.5600
 1547.5000 12.2050 104.4770  2.2600 114.5600
 1547.5500 12.1820 99.3350  2.2620 114.5900
 1547.6000 12.2050 99.3350  2.2640 114.5900
 1547.6500 12.2050 99.3350  2.2660 114.5900
 1547.7000 12.2510 105.8250  2.2670 114.6310
 1547.7500 12.2280 105.8250  2.2690 114.6310
 1547.8000 12.2050 105.8250  2.2690 114.6310
 1547.8500 12.2280 105.8250  2.2690 114.6310
 1547.9000 12.2280 113.0030  2.2690 114.7150
 1547.9500 12.2280 113.0030  2.2660 114.7150
 1548.0000 12.2400 113.0030  2.2630 114.7150
 1548.0500 12.2280 116.6560  2.2630 114.8630
 1548.1000 12.2280 116.6560  2.2630 114.8630
 1548.1500 12.3200 116.6560  2.2640 114.8630
 1548.2000 12.5510 114.8410  2.2640 115.2360
 1548.2500 12.4120 114.8410  2.2630 115.2360
 1548.3000 12.2510 114.8410  2.2640 115.2360
 1548.3500 12.2280 113.0140  2.2640 115.0860
 1548.4000 12.2510 113.0140  2.2640 115.0860
 1548.4500 12.2050 113.0140  2.2630 115.0860
 1548.5000 12.2050 111.9900  2.2610 114.9760
 1548.5500 12.1940 111.9900  2.2600 114.9760
 1548.6000 12.1820 111.9900  2.2590 114.9760
 1548.6500 12.1820 118.6450  2.2590 114.8520
 1548.7000 12.2050 118.6450  2.2590 114.8520
 1548.7500 12.2050 118.6450  2.2570 114.8520
 1548.8000 12.2280 113.5030  2.2550 114.8960
 1548.8500 12.5740 113.5030  2.2520 114.8960
 1548.9000 12.2280 113.5030  2.2500 114.8960
 1548.9500 12.2280 111.0590  2.2480 114.9150
 1549.0000 12.2280 111.0590  2.2450 114.9150
 1549.0500 12.1820 111.0590  2.2410 114.9150
 1549.1000 12.1360 101.8230  2.2370 114.9550
 1549.1500 12.2400 101.8230  2.2360 114.9550
 1549.2000 12.4240 101.8230  2.2370 114.9550
 1549.2500 12.5050 109.1510  2.2420 114.8280
 1549.3000 12.3890 109.1510  2.2490 114.8280
 1549.3500 12.2280 109.1510  2.2550 114.8280
 1549.4000 12.1940 113.0510  2.2610 114.3810
 1549.4500 12.1590 113.0510  2.2660 114.3810
 1549.5000 12.3550 113.0510  2.2730 114.3810
 1549.5500 12.1940 115.1450  2.2790 114.4980
 1549.6000 12.1590 115.1450  2.2820 114.4980
 1549.6500 12.1710 115.1450  2.2830 114.4980
 1549.7000 12.1710 113.9520  2.2820 114.3130
 1549.7500 12.1820 113.9520  2.2810 114.3130
 1549.8000 12.1360 113.9520  2.2800 114.3130
 1549.8500 12.1360 112.4010  2.2800 114.3690
 1549.9000 12.1360 112.4010  2.2800 114.3690
 1549.9500 12.1590 112.4010  2.2780 114.3690
 1550.0000 12.2740 107.2860  2.2740 114.1790
 1550.0500 12.2050 107.2860  2.2690 114.1790
 1550.1000 12.2050 107.2860  2.2660 114.1790
 1550.1500 12.2050 107.2230  2.2640 113.8110
 1550.2000 12.2280 107.2230  2.2630 113.8110
 1550.2500 12.2280 107.2230  2.2610 113.8110
 1550.3000 12.3890 104.8870  2.2580 113.7700
 1550.3500 12.4010 104.8870  2.2570 113.7700
 1550.4000 12.2170 104.8870  2.2570 113.7700
 1550.4500 12.2280 108.1610  2.2600 112.5890
 1550.5000 12.2280 108.1610  2.2620 112.5890
 1550.5500 12.2970 108.1610  2.2640 112.5890
 1550.6000 12.3090 111.5110  2.2640 112.4560
 1550.6500 12.2050 111.5110  2.2640 112.4560
 1550.7000 12.2050 111.5110  2.2640 112.4560
 1550.7500 12.1820 117.4410  2.2640 112.5660
 1550.8000 12.1820 117.4410  2.2650 112.5660
 1550.8500 12.1820 117.4410  2.2640 112.5660
 1550.9000 12.1820 122.8410  2.2640 112.9520
 1550.9500 12.1820 122.8410  2.2620 112.9520
 1551.0000 12.1820 122.8410  2.2620 112.9520
 1551.0500 12.1820 122.8410  2.2600 112.9520
 1551.1000 12.1820 120.1060  2.2570 113.5320
 1551.1500 12.2050 120.1060  2.2550 113.5320
 1551.2000 12.1820 120.1060  2.2530 113.5320
 1551.2500 12.2050 116.8160  2.2510 114.0470
 1551.3000 12.2050 116.8160  2.2490 114.0470
 1551.3500 12.2050 116.8160  2.2450 114.0470
 1551.4000 12.2970 116.6850  2.2420 114.6570
 1551.4500 12.2050 116.6850  2.2400 114.6570
 1551.5000 12.2860 116.6850  2.2400 114.6570
 1551.5500 12.2050 110.2070  2.2420 115.6670
 1551.6000 12.2280 110.2070  2.2420 115.6670
 1551.6500 12.2280 110.2070  2.2410 115.6670
 1551.7000 12.2280 108.8540  2.2400 116.0450
 1551.7500 12.3200 108.8540  2.2390 116.0450
 1551.8000 12.4360 108.8540  2.2400 116.0450
 1551.8500 12.9420 105.2170  2.2420 116.1160
 1551.9000 12.2280 105.2170  2.2420 116.1160
 1551.9500 12.2280 105.2170  2.2410 116.1160
 1552.0000 12.4590 107.9380  2.2360 115.9090
 1552.0500 12.8730 107.9380  2.2310 115.9090
 1552.1000 12.2280 107.9380  2.2280 115.9090
 1552.1500 12.2280 108.3100  2.2300 116.4230
 1552.2000 12.4700 108.3100  2.2320 116.4230
 1552.2500 12.7810 108.3100  2.2310 116.4230
 1552.3000 12.4360 106.6350  2.2260 116.2740
 1552.3500 12.2280 106.6350  2.2250 116.2740
 1552.4000 12.6660 106.6350  2.2280 116.2740
 1552.4500 12.2050 107.4200  2.2360 113.9020
 1552.5000 12.1940 107.4200  2.2440 113.9020
 1552.5500 12.5510 107.4200  2.2510 113.9020
 1552.6000 12.8730 110.0760  2.2520 114.5640
 1552.6500 12.2050 110.0760  2.2520 114.5640
 1552.7000 12.1820 110.0760  2.2550 114.5640
 1552.7500 12.1820 113.7170  2.2620 114.4310
 1552.8000 12.1820 113.7170  2.2650 114.4310
 1552.8500 12.1820 113.7170  2.2640 114.4310
 1552.9000 12.6200 116.9110  2.2570 113.9870
 1552.9500 12.2280 116.9110  2.2490 113.9870
 1553.0000 12.3660 116.9110  2.2430 113.9870
 1553.0500 12.5050 114.9320  2.2410 114.1120
 1553.1000 12.5050 114.9320  2.2390 114.1120
 1553.1500 12.2050 114.9320  2.2340 114.1120
 1553.2000 12.2280 111.5770  2.2290 115.3490
 1553.2500 12.2280 111.5770  2.2230 115.3490
 1553.3000 12.2170 111.5770  2.2210 115.3490
 1553.3500 12.4590 108.0170  2.2250 116.0470
 1553.4000 12.6310 108.0170  2.2300 116.0470
 1553.4500 12.6310 108.0170  2.2330 116.0470
 1553.5000 12.6660 113.8400  2.2340 116.0930
 1553.5500 12.6660 113.8400  2.2360 116.0930
 1553.6000 12.2510 113.8400  2.2380 116.0930
 1553.6500 12.4120 116.4850  2.2400 116.0970
 1553.7000 12.2510 116.4850  2.2400 116.0970
 1553.7500 12.1940 116.4850  2.2380 116.0970
 1553.8000 12.4360 117.0370  2.2370 117.5070
 1553.8500 12.1820 117.0370  2.2370 117.5070
 1553.9000 12.1940 117.0370  2.2380 117.5070
 1553.9500 12.1360 110.6800  2.2400 116.6370
 1554.0000 12.1590 110.6800  2.2420 116.6370
 1554.0500 12.6540 110.6800  2.2440 116.6370
 1554.1000 12.2740 115.0770  2.2520 113.2840
 1554.1500 12.2510 115.0770  2.2660 113.2840
 1554.2000 12.5740 115.0770  2.2660 113.2840
 1554.2500 12.2970 115.0770  2.2830 113.2840
 1554.3000 12.2860 113.4060  2.2990 107.4050
 1554.3500 12.4590 113.4060  2.3140 107.4050
 1554.4000 12.5740 113.4060  2.3270 107.4050
 1554.4500 12.2740 113.6150  2.3360 104.7870
 1554.5000 12.2740 113.6150  2.3400 104.7870
 1554.5500 12.2630 113.6150  2.3400 104.7870
 1554.6000 12.2400 112.5290  2.3330 104.4930
 1554.6500 12.2510 112.5290  2.3210 104.4930
 1554.7000 12.2280 112.5290  2.3090 104.4930
 1554.7500 12.2280 114.9050  2.2960 106.5980
 1554.8000 12.2280 114.9050  2.2840 106.5980
 1554.8500 12.2280 114.9050  2.2720 106.5980
 1554.9000 12.2510 111.1300  2.2650 107.9430
 1554.9500 12.2510 111.1300  2.2650 107.9430
