  DEPTH     ILD     GR      RHOB     DT
 490.7000  0.4570 56.4207  1.8610 202.5750
 490.8000  0.4700 56.7439  1.7620 202.7720
 490.9000  0.4790 58.5460  1.7190 202.9690
 491.0000  0.4790 61.0042  1.7190 202.9690
 491.1000  0.5230 62.9683  1.7280 203.0670
 491.2000  0.5080 62.9289  1.8070 203.1650
 491.3000  0.5080 61.1213  1.8070 203.1650
 491.4000  0.5120 58.7240  1.8920 203.3600
 491.5000  0.5230 55.9706  1.9400 203.3580
 491.6000  0.5230 53.3105  1.9400 203.3580
 491.7000  0.5520 50.0845  1.8900 203.7550
 491.8000  0.5320 49.1019  1.8310 204.5530
 491.9000  0.5320 48.2311  1.8310 204.5530
 492.0000  0.5220 48.6061  1.8085 202.5510
 492.1000  0.4880 47.5350  1.7860 199.4475
 492.2000  0.4880 47.2296  1.7860 199.4475
 492.3000  0.4737 46.2636  1.8400 196.3440
 492.4000  0.4737 46.3585  1.8400 196.3440
 492.5000  0.4595 46.2694  1.8860 194.8425
 492.6000  0.4310 46.6854  1.9320 193.3410
 492.7000  0.4310 48.2302  1.9320 193.3410
 492.8000  0.4440 50.7962  1.9940 190.3370
 492.9000  0.4090 53.7247  2.0310 186.5350
 493.0000  0.4090 55.7529  2.0310 186.5350
 493.1000  0.4200 58.1876  2.0390 180.5310
 493.2000  0.3930 59.6901  2.0450 179.3280
 493.3000  0.3930 60.3080  2.0450 179.3280
 493.4000  0.4040 59.8472  2.0470 178.7260
 493.5000  0.4020 60.5099  2.0590 175.1230
 493.6000  0.4020 60.4730  2.0590 175.1230
 493.7000  0.3980 59.7299  2.0680 174.9200
 493.8000  0.3930 58.8173  2.0530 176.5150
 493.9000  0.3930 58.8197  2.0530 176.5150
 494.0000  0.3930 58.7497  2.0370 177.3130
 494.1000  0.4130 58.0951  2.0250 176.9100
 494.2000  0.4130 57.9479  2.0250 176.9100
 494.3000  0.4400 57.8979  2.0700 175.1070
 494.4000  0.4450 58.9536  2.0630 173.5040
 494.5000  0.4450 59.4888  2.0630 173.5040
 494.6000  0.4460 61.6567  2.0550 172.7010
 494.7000  0.4280 63.3834  2.0120 171.6980
 494.8000  0.4280 65.5892  2.0120 171.6980
 494.9000  0.4710 65.4687  2.0330 170.4940
 495.0000  0.4350 64.8977  2.0510 170.4910
 495.1000  0.4350 64.0899  2.0510 170.4910
 495.2000  0.4330 63.3432  2.0550 170.6890
 495.3000  0.4510 61.9890  2.0470 170.6860
 495.4000  0.4510 60.4881  2.0470 170.6860
 495.5000  0.4690 61.9526  2.0200 170.2820
 495.6000  0.4810 63.2930  2.0200 171.2790
 495.7000  0.4810 65.5222  2.0200 171.2790
 495.8000  0.4390 65.7315  2.0250 171.6760
 495.9000  0.4390 67.5199  2.0250 171.6760
 496.0000  0.4390 66.4996  2.0430 171.2740
 496.1000  0.4600 64.9027  2.0700 170.4700
 496.2000  0.4600 63.1222  2.0700 170.4700
 496.3000  0.4790 63.7007  2.0700 170.2680
 496.4000  0.5440 65.0913  2.1060 170.8630
 496.5000  0.5440 66.3186  2.1060 170.8630
 496.6000  0.5290 68.1104  2.0490 171.0600
 496.7000  0.5460 68.8339  2.0140 171.6570
 496.8000  0.5460 69.0111  2.0140 171.6570
 496.9000  0.5210 68.1330  1.9970 172.0550
 497.0000  0.5390 68.5873  2.0180 172.4530
 497.1000  0.5390 69.3377  2.0180 172.4530
 497.2000  0.5150 69.2302  2.0330 175.2480
 497.3000  0.5120 68.8628  2.0290 176.4460
 497.4000  0.5120 68.2527  2.0290 176.4460
 497.5000  0.5210 68.3391  2.0350 179.4430
 497.6000  0.5260 68.7228  2.0330 185.2400
 497.7000  0.5260 70.8583  2.0330 185.2400
 497.8000  0.4920 73.0270  2.0270 193.2360
 497.9000  0.5260 73.3910  1.9350 196.2330
 498.0000  0.5260 70.6510  1.9350 196.2330
 498.1000  0.5350 66.0792  1.8030 197.6310
 498.2000  0.6030 61.8152  1.6800 198.6290
 498.3000  0.6030 59.1219  1.6800 198.6290
 498.4000  0.5810 59.1856  1.5900 199.6260
 498.5000  0.6200 60.8562  1.6310 201.0230
 498.6000  0.6200 62.4611  1.6310 201.0230
 498.7000  0.6010 63.4584  1.7310 198.2200
 498.8000  0.5860 63.3487  1.8670 194.2160
 498.9000  0.5860 63.2104  1.8670 194.2160
 499.0000  0.5310 62.6801  1.9050 191.8130
 499.1000  0.4700 62.1699  1.9400 188.6100
 499.2000  0.4700 61.2943  1.9400 188.6100
 499.3000  0.4480 59.9699  1.9880 185.6070
 499.4000  0.4430 59.1694  1.9980 182.8040
 499.5000  0.4430 58.6314  1.9980 182.8040
 499.6000  0.4730 59.6255  1.9890 180.6010
 499.7000  0.5130 59.9783  1.9610 178.7980
 499.8000  0.5130 60.4956  1.9610 178.7980
 499.9000  0.5500 58.2413  1.9870 178.1930
 500.0000  0.5500 56.6370  1.9870 178.1930
 500.1000  0.5670 54.8157  2.0200 178.5910
 500.2000  0.5130 54.7538  2.0330 178.9880
 500.3000  0.5130 54.0675  2.0330 178.9880
 500.4000  0.4900 53.8084  2.0290 178.9860
 500.5000  0.4900 52.7885  1.9980 179.7830
 500.6000  0.4900 50.8299  1.9980 179.7830
 500.7000  0.4980 47.6000  1.9600 183.1780
 500.8000  0.5000 44.6979  1.9440 185.9750
 500.9000  0.5000 42.0826  1.9440 185.9750
 501.0000  0.4830 39.1763  1.9200 186.1730
 501.1000  0.5070 35.9485  1.8820 188.5700
 501.2000  0.5070 32.9252  1.8820 188.5700
 501.3000  0.5310 30.9867  1.8230 187.1670
 501.4000  0.5020 30.7450  1.7910 183.7630
 501.5000  0.5020 31.6494  1.7910 183.7630
 501.6000  0.4940 33.4723  1.8530 183.3610
 501.7000  0.4270 36.0200  1.9440 182.5560
 501.8000  0.4270 37.5011  1.9440 182.5560
 501.9000  0.4090 37.4406  1.9980 179.9510
 502.0000  0.3600 36.5951  2.0160 176.9480
 502.1000  0.3600 37.2351  2.0160 176.9480
 502.2000  0.3780 37.7559  2.0390 175.5460
 502.3000  0.3680 38.2232  2.0470 173.7430
 502.4000  0.3680 39.0513  2.0470 173.7430
 502.5000  0.3870 40.6671  2.0650 171.5380
 502.6000  0.4110 40.4817  2.0530 170.9370
 502.7000  0.4110 38.5986  2.0530 170.9370
 502.8000  0.4760 36.9875  2.0490 170.3340
 502.9000  0.4850 35.5711  2.0370 170.3300
 503.0000  0.4850 34.3995  2.0370 170.3300
 503.1000  0.4580 33.9912  2.0330 170.5280
 503.2000  0.4230 35.6285  2.0370 171.7250
 503.3000  0.4230 38.0218  2.0370 171.7250
 503.4000  0.4190 41.1057  2.0250 171.7220
 503.5000  0.4230 45.0452  2.0230 171.7220
 503.6000  0.4230 49.7294  2.0230 172.3180
 503.7000  0.4310 54.0389  2.0310 172.1160
 503.8000  0.4310 58.0710  2.0310 172.1160
 503.9000  0.4220 61.2687  2.0450 172.1130
 504.0000  0.4260 63.4189  2.0200 171.9100
 504.1000  0.4260 64.2747  2.0200 171.9100
 504.2000  0.4370 65.3520  2.0180 172.3070
 504.3000  0.4350 66.3344  2.0230 173.1030
 504.4000  0.4350 67.3658  2.0230 173.1030
 504.5000  0.4660 67.5707  2.0660 173.1010
 504.6000  0.4760 67.7384  2.0740 172.2980
 504.7000  0.4760 67.6769  2.0740 172.2980
 504.8000  0.4920 67.7618  2.0740 173.2940
 504.9000  0.4860 67.7812  2.0630 174.2910
 505.0000  0.4860 67.4274  2.0630 174.2910
 505.1000  0.4640 67.2485  2.0570 174.4870
 505.2000  0.4800 66.0540  2.0390 174.2840
 505.3000  0.4800 64.6828  2.0390 174.2840
 505.4000  0.4510 62.9855  2.0390 174.0830
 505.5000  0.5020 61.7760  2.0450 173.4780
 505.6000  0.5020 60.4087  2.0450 173.4780
 505.7000  0.5300 59.6317  2.0250 174.6750
 505.8000  0.5530 59.1612  2.0290 176.6730
 505.9000  0.5530 59.2387  2.0290 176.6730
 506.0000  0.5290 59.4967  2.0290 180.2700
 506.1000  0.4920 60.1322  2.0510 183.0670
 506.2000  0.4920 60.8916  2.0510 183.0670
 506.3000  0.5090 61.0706  2.0140 188.8630
 506.4000  0.5000 60.5791  1.9960 194.0610
 506.5000  0.5000 60.2189  1.9960 194.0610
 506.6000  0.5550 61.0102  2.0060 197.6560
 506.7000  0.5700 63.3081  2.0290 199.4540
 506.8000  0.5700 65.6832  2.0290 199.4540
 506.9000  0.5700 67.7047  1.9740 201.2490
 507.0000  0.5270 68.6280  1.9200 202.2470
 507.1000  0.5270 68.2477  1.9200 202.2470
 507.2000  0.4760 66.7461  1.8720 202.8440
 507.3000  0.5620 65.5999  1.8720 202.6420
 507.4000  0.5620 64.6137  1.8720 202.6420
 507.5000  0.5660 63.8412  1.9200 201.8390
 507.6000  0.5660 62.9887  1.9200 201.8390
 507.7000  0.6100 62.2884  1.9700 199.6350
 507.8000  0.5580 61.8278  1.9960 197.6330
 507.9000  0.5580 62.5885  1.9960 197.6330
 508.0000  0.5590 65.2229  1.9520 194.6300
 508.1000  0.5420 67.7273  1.8840 191.4250
 508.2000  0.5420 68.5290  1.8840 191.4250
 508.3000  0.5270 67.4990  1.8060 190.4230
 508.4000  0.5440 65.9167  1.7560 188.2200
 508.5000  0.5440 63.9462  1.7560 188.2200
 508.6000  0.5940 62.6235  1.7420 187.4180
 508.7000  0.5520 62.2782  1.7610 186.2140
 508.8000  0.5520 63.6626  1.7610 186.2140
 508.9000  0.5840 65.4226  1.8150 185.2120
 509.0000  0.5330 66.9818  1.8890 183.2070
 509.1000  0.5330 67.6946  1.8890 183.2070
 509.2000  0.5230 67.7761  1.9390 184.2060
 509.3000  0.4660 67.2827  1.9760 189.4030
 509.4000  0.4660 66.2841  1.9760 189.4030
 509.5000  0.4310 65.1687  2.0250 193.3990
 509.6000  0.4690 65.1599  2.0310 194.3970
 509.7000  0.4690 66.6242  2.0310 194.3970
 509.8000  0.4890 69.5632  1.9980 196.5930
 509.9000  0.5160 72.7725  1.9550 197.3910
 510.0000  0.5160 75.3012  1.9550 197.3910
 510.1000  0.5230 75.3523  1.9820 199.9850
 510.2000  0.5440 74.4556  2.0120 201.1840
 510.3000  0.5440 72.3663  2.0120 201.1840
 510.4000  0.5630 70.5984  2.0350 203.1800
 510.5000  0.5640 68.3854  1.9960 204.1780
 510.6000  0.5640 67.2525  1.9960 204.1780
 510.7000  0.5710 66.9143  1.9390 204.7750
 510.8000  0.5340 67.4970  1.9010 205.7710
 510.9000  0.5340 68.2723  1.9010 205.7710
 511.0000  0.5180 68.9975  1.8720 207.3680
 511.1000  0.4600 68.8666  1.8780 205.5650
 511.2000  0.4600 67.6068  1.8780 205.5650
 511.3000  0.5020 65.5991  1.8650 203.5630
 511.4000  0.5020 63.2832  1.8650 203.5630
 511.5000  0.5080 61.6840  1.8750 201.3600
 511.6000  0.4880 61.4142  1.9270 198.9570
 511.7000  0.4880 62.1816  1.9270 198.9570
 511.8000  0.4190 62.3483  1.9860 194.5510
 511.9000  0.3700 62.7628  2.0270 196.5470
 512.0000  0.3700 62.8914  2.0270 196.5470
 512.1000  0.3630 63.5087  2.0120 197.5450
 512.2000  0.3620 63.2674  2.0160 199.5410
 512.3000  0.3620 64.1182  2.0160 199.5410
 512.4000  0.3760 64.7938  2.0270 201.1380
 512.5000  0.4120 65.7708  2.1000 202.1360
 512.6000  0.4120 66.2150  2.1000 202.1360
 512.7000  0.4520 66.8582  2.1000 203.9330
 512.8000  0.4990 67.5613  2.0350 202.7280
 512.9000  0.4990 67.8786  2.0350 202.7280
 513.0000  0.5080 68.1644  1.8390 202.3270
 513.1000  0.5380 68.8117  1.6480 204.3240
 513.2000  0.5380 69.8867  1.6480 204.3240
 513.3000  0.5600 69.9318  1.4930 206.1200
 513.4000  0.6130 68.4304  1.4420 202.7180
 513.5000  0.6130 66.2055  1.4420 202.7180
 513.6000  0.6020 64.6907  1.5010 197.7140
 513.7000  0.5510 63.4974  1.6540 195.9120
 513.8000  0.5510 63.4955  1.6540 195.9120
 513.9000  0.4480 65.0143  1.8820 191.5080
 514.0000  0.3970 67.4445  2.0290 187.5050
 514.1000  0.3970 68.8703  2.0290 187.5050
 514.2000  0.3600 69.7556  2.0780 185.1020
 514.3000  0.3720 70.3147  2.0800 183.4990
 514.4000  0.3720 69.6746  2.0800 183.4990
 514.5000  0.3810 68.2038  2.0590 183.4960
 514.6000  0.4130 66.6702  2.0180 181.8930
 514.7000  0.4130 67.1731  2.0180 181.8930
 514.8000  0.4240 67.9341  2.0230 180.6900
 514.9000  0.4400 69.5123  2.0370 185.1020
 515.0000  0.4400 70.3688  2.0370 185.1020
 515.1000  0.4350 70.4539  2.0820 183.4990
 515.2000  0.4350 68.3016  2.0820 183.4990
 515.3000  0.4450 65.9646  2.0390 183.4960
 515.4000  0.4540 64.3578  2.0120 181.8930
 515.5000  0.4540 64.3445  2.0120 181.8930
 515.6000  0.4490 65.0094  1.9970 180.6900
 515.7000  0.4200 66.1467  2.0080 180.8870
 515.8000  0.4200 66.1131  2.0080 180.8870
 515.9000  0.4110 65.2616  1.9830 180.0840
 516.0000  0.4110 64.5889  2.0060 177.6810
 516.1000  0.4110 65.7296  2.0060 177.6810
 516.2000  0.4090 67.8506  2.0310 176.0770
 516.3000  0.4090 70.9642  2.0570 175.4750
 516.4000  0.4090 74.7428  2.0570 175.4750
 516.5000  0.3850 78.1618  2.0660 174.6720
 516.6000  0.3990 79.4230  2.0660 174.2680
 516.7000  0.3990 79.0621  2.0660 174.2680
 516.8000  0.3880 78.0800  2.0740 174.6660
 516.9000  0.4320 77.2891  2.0590 175.4620
 517.0000  0.4320 75.3067  2.0590 175.4620
 517.1000  0.4160 72.9213  2.0250 175.8600
 517.2000  0.4140 70.4100  1.9980 176.0570
 517.3000  0.4140 68.4962  1.9980 176.0570
 517.4000  0.3630 66.5521  1.9830 174.8520
 517.5000  0.3940 65.8019  2.0140 173.8510
 517.6000  0.3940 66.2455  2.0140 173.8510
 517.7000  0.4060 66.8685  2.0310 174.2470
 517.8000  0.4170 66.8709  2.0490 175.0430
 517.9000  0.4170 66.5437  2.0490 175.0430
 518.0000  0.4080 66.1549  2.0390 175.2410
 518.1000  0.4320 64.7921  2.0290 175.6380
 518.2000  0.4320 63.8660  2.0290 175.6380
 518.3000  0.4810 63.5102  2.0120 175.0350
 518.4000  0.4710 64.0948  2.0180 173.8320
 518.5000  0.4710 65.2133  2.0180 173.8320
 518.6000  0.4330 67.8520  2.0160 172.2280
 518.7000  0.3820 71.1411  1.9980 171.2260
 518.8000  0.3820 73.6075  1.9980 171.2260
 518.9000  0.3590 74.7471  1.9910 170.4230
 519.0000  0.3590 74.3721  1.9910 170.4230
 519.1000  0.3550 72.7788  2.0040 170.4190
 519.2000  0.3660 69.8908  2.0530 170.6170
 519.3000  0.3660 67.6972  2.0530 170.6170
 519.4000  0.3740 66.0395  2.0410 171.0140
 519.5000  0.3760 66.3866  2.0370 171.0110
 519.6000  0.3760 67.6514  2.0370 171.0110
 519.7000  0.4190 69.3394  2.0270 170.4080
 519.8000  0.4410 69.1337  2.0590 169.8040
 519.9000  0.4410 68.2184  2.0590 169.8040
 520.0000  0.4460 66.6012  2.0490 169.2010
 520.1000  0.4420 65.6900  2.0290 169.2010
 520.2000  0.4420 66.2016  2.0290 169.2010
 520.3000  0.4460 68.4639  2.0120 168.7990
 520.4000  0.4980 70.0932  2.0370 168.5960
 520.5000  0.4980 69.0630  2.0370 168.5960
 520.6000  0.4810 66.3348  2.0550 169.1930
 520.7000  0.5250 63.4836  2.0860 171.1900
 520.8000  0.5250 61.4580  2.0860 171.1900
 520.9000  0.4870 60.5737  2.0450 171.5870
 521.0000  0.4890 61.1395  2.0310 172.7840
 521.1000  0.4890 62.2566  2.0310 172.7840
 521.2000  0.4830 62.7324  2.0140 171.5810
 521.3000  0.5390 63.2795  2.0350 170.5780
 521.4000  0.5390 65.0082  2.0350 170.5780
 521.5000  0.5460 68.1097  2.0200 171.1750
 521.6000  0.5060 71.5077  2.0250 172.3720
 521.7000  0.5060 74.5002  2.0250 172.3720
 521.8000  0.4690 75.6204  2.0100 173.5680
 521.9000  0.4650 74.4345  2.0140 175.5650
 522.0000  0.4650 71.5760  2.0140 175.5650
 522.1000  0.4690 68.2103  2.0040 177.1620
 522.2000  0.4650 64.7460  1.9940 179.5590
 522.3000  0.4650 62.1962  1.9940 179.5590
 522.4000  0.4730 61.6005  2.0140 183.1530
 522.5000  0.5010 62.1649  2.0390 183.1530
 522.6000  0.5010 62.1883  2.0390 184.3500
 522.7000  0.5290 61.3166  2.0650 185.5470
 522.8000  0.5290 59.4461  2.0650 185.5470
 522.9000  0.4970 56.9741  2.0700 186.3430
 523.0000  0.5010 55.7472  2.0020 188.7400
 523.1000  0.5010 57.7413  2.0020 188.7400
 523.2000  0.5100 61.8743  1.9300 189.7380
 523.3000  0.6060 66.7605  1.8830 193.7340
 523.4000  0.6060 71.4554  1.8830 193.7340
 523.5000  0.5950 74.8229  1.8830 195.5310
 523.6000  0.5460 75.6571  1.9410 197.7270
 523.7000  0.5460 74.5580  1.9410 197.7270
 523.8000  0.5080 72.7806  1.9450 198.7250
 523.9000  0.5440 70.6293  1.8950 199.7220
 524.0000  0.5440 68.5167  1.8950 199.7220
 524.1000  0.5870 66.7703  1.7930 201.3190
 524.2000  0.5870 65.9405  1.7490 202.3150
 524.3000  0.5870 66.3195  1.7490 202.3150
 524.4000  0.5960 67.5680  1.7690 202.1120
 524.5000  0.5660 68.8724  1.8750 201.3100
 524.6000  0.5660 69.6506  1.8750 201.3100
 524.7000  0.5630 69.9091  1.9540 200.1070
 524.8000  0.5540 69.1651  2.0040 198.7040
 524.9000  0.5540 67.1942  2.0040 198.7040
 525.0000  0.5890 65.7889  1.9950 197.1010
 525.1000  0.5390 65.4578  2.0180 195.4980
 525.2000  0.5390 66.0133  2.0180 195.4980
 525.3000  0.5030 66.5099  2.0290 193.4950
 525.4000  0.4570 66.8932  2.0680 191.6920
 525.5000  0.4570 66.5007  2.0680 191.6920
 525.6000  0.4780 66.0079  2.0610 191.8890
 525.7000  0.4830 66.5656  2.0310 192.6860
 525.8000  0.4830 68.2112  2.0310 192.6860
 525.9000  0.4590 69.9719  1.9810 194.4820
 526.0000  0.4620 71.2652  1.9890 194.8790
 526.1000  0.4620 71.5882  1.9890 194.8790
 526.2000  0.4220 70.9527  2.0160 195.8770
 526.3000  0.4220 70.0261  2.0160 195.8770
 526.4000  0.4740 69.1326  2.0370 197.6720
 526.5000  0.4750 67.9363  2.0230 199.2690
 526.6000  0.4750 66.4746  2.0230 199.2690
 526.7000  0.5040 65.1298  1.9690 200.6670
 526.8000  0.4980 64.7900  1.9050 200.6640
 526.9000  0.4980 65.6376  1.9050 200.6640
 527.0000  0.4870 66.9534  1.9060 197.8610
 527.1000  0.4790 67.4895  1.9740 193.0580
 527.2000  0.4790 66.5455  1.9740 193.0580
 527.3000  0.4590 64.5596  2.0270 191.4540
 527.4000  0.4470 62.9912  2.0530 189.0520
 527.5000  0.4470 63.0848  2.0530 189.0520
 527.6000  0.4330 65.2023  2.0590 185.0500
 527.7000  0.4250 68.0342  2.0700 179.0460
 527.8000  0.4250 71.2270  2.0700 179.0460
 527.9000  0.3990 73.6418  2.0780 175.6430
 528.0000  0.4220 74.3326  2.0880 172.4400
 528.1000  0.4220 73.1827  2.0880 172.4400
 528.2000  0.4170 71.5999  2.0740 170.6370
 528.3000  0.4460 70.1963  2.0660 169.6340
 528.4000  0.4460 69.4669  2.0660 169.6340
 528.5000  0.4360 70.3916  2.0590 169.0300
 528.6000  0.4360 72.0346  2.0740 168.6280
 528.7000  0.4360 72.4767  2.0740 168.6280
 528.8000  0.4460 70.5342  2.0740 168.0240
 528.9000  0.4790 68.4625  2.0760 168.0220
 529.0000  0.4790 66.1319  2.0760 168.0220
 529.1000  0.4710 64.1186  2.0700 167.8180
 529.2000  0.4880 62.7277  2.0660 168.0150
 529.3000  0.4880 62.3591  2.0660 168.0150
 529.4000  0.4600 61.7509  2.0610 168.2130
 529.5000  0.4800 60.7618  2.0610 169.0090
 529.6000  0.4800 59.8852  2.0610 169.0090
 529.7000  0.4210 59.5716  2.0610 169.4060
 529.8000  0.4000 59.9889  2.0650 170.2030
 529.9000  0.4000 59.9109  2.0650 170.2030
 530.0000  0.4220 58.4622  2.0550 170.8000
 530.1000  0.4420 55.5826  2.0530 170.7960
 530.2000  0.4420 52.7850  2.0530 170.7960
