   DEPTH        DT         GR         ILD       NPHI        RHOB
  3000.000    89.2969    72.5820     1.5935    21.9316     2.4642 
  3000.200    88.9453    71.9805     1.6404    22.0078     2.4610 
  3000.400    88.4883    71.9844     1.6931    22.8398     2.4632 
  3000.600    87.8867    73.0469     1.7422    23.5898     2.4774 
  3000.800    87.8672    75.0938     1.7645    23.2500     2.4875 
  3001.000    88.6523    77.2695     1.7546    22.5703     2.4794 
  3001.200    89.7500    78.0625     1.7097    22.6113     2.4771 
  3001.400    90.3232    76.7930     1.6523    22.6367     2.4784 
  3001.600    89.9688    74.9180     1.6211    21.9648     2.4712 
  3001.800    89.4961    74.4236     1.6074    21.4922     2.4662 
  3002.000    89.0430    77.1250     1.5967    21.7656     2.4832 
  3002.200    88.2266    81.2031     1.5911    22.4219     2.5100 
  3002.400    87.5586    84.4609     1.5922    22.7263     2.5252 
  3002.600    87.5164    87.0547     1.6028    22.3945     2.5290 
  3002.800    87.7361    88.6406     1.6299    21.8594     2.5240 
  3003.000    87.6946    89.8008     1.6682    21.5681     2.5143 
  3003.200    87.0859    90.3594     1.7046    21.5078     2.5020 
  3003.400    86.0117    89.7891     1.7378    22.1367     2.4855 
  3003.600    85.1523    89.3623     1.7891    23.3711     2.4732 
  3003.800    85.3594    89.1201     1.8579    24.1602     2.4725 
  3004.000    87.3594    87.4570     1.9336    23.9688     2.4780 
  3004.200    90.2930    85.4258     2.0098    23.6589     2.4690 
  3004.400    91.6836    85.1523     2.0764    23.6108     2.4485 
  3004.600    91.4023    86.1641     2.1382    23.6494     2.4472 
  3004.800    90.5312    84.2539     2.1895    23.5508     2.4529 
  3005.000    88.9492    79.1875     2.2107    23.3376     2.4495 
  3005.200    87.0117    75.0625     2.2115    23.0195     2.4509 
  3005.400    86.0078    73.1250     2.2055    22.4648     2.4719 
  3005.600    85.6504    71.7344     2.1897    21.7812     2.5127 
  3005.800    85.0078    71.2852     2.1737    21.6946     2.5278 
  3006.000    84.4727    73.5000     2.1705    21.8938     2.4919 
  3006.200    86.0625    73.7969     2.1963    21.7974     2.4529 
  3006.400    88.3750    69.0000     2.2817    21.3359     2.4465 
