   DEPTH        DT         GR         ILD       NPHI        RHOB
  3031.000    84.8636    48.8711     1.8766    20.9141     2.4853 
  3031.200    84.6875    48.5898     1.8845    21.6758     2.4805 
  3031.400    83.9805    46.3125     1.8997    22.1523     2.4774 
  3031.600    82.9531    43.3867     1.9299    21.4570     2.4772 
  3031.800    82.2773    41.7227     1.9663    20.3008     2.4722 
  3032.000    82.3945    42.3672     1.9971    19.7529     2.4644 
  3032.200    82.8945    43.6655     2.0110    19.8931     2.4662 
  3032.400    83.2300    42.8516     2.0239    19.9497     2.4730 
  3032.600    82.9219    40.3945     2.0469    20.2539     2.4710 
  3032.800    81.5391    38.0625     2.0776    20.5234     2.4624 
  3033.000    80.2227    37.2773     2.1055    19.9180     2.4709 
  3033.200    79.5664    39.2266     2.1220    18.7656     2.4983 
  3033.400    79.4268    41.5044     2.1319    17.9023     2.5132 
  3033.600    79.6367    40.1875     2.1325    17.5103     2.5002 
  3033.800    79.9922    37.2852     2.1222    17.7539     2.4834 
  3034.000    80.3359    37.0039     2.1055    18.2539     2.4720 
  3034.200    80.7422    40.1445     2.0932    19.0977     2.4580 
  3034.400    81.2539    43.6680     2.1006    20.2070     2.4515 
  3034.600    81.9102    44.3633     2.1267    20.9377     2.4624 
  3034.800    82.6484    42.4414     2.1504    20.9480     2.4775 
  3035.000    83.1328    41.4453     2.1619    20.9192     2.4832 
  3035.200    83.3633    41.8203     2.1658    20.8601     2.4839 
  3035.400    83.9062    42.8164     2.1870    20.6917     2.4845 
  3035.600    84.5391    44.8242     2.2261    20.8789     2.4849 
  3035.800    84.8135    47.0469     2.2756    21.7383     2.4874 
  3036.000    84.1953    46.0469     2.3012    21.7617     2.4917 
  3036.200    82.4375    41.4375     2.2720    19.7031     2.4876 
  3036.400    80.5039    37.0898     2.2278    17.8711     2.4771 
  3036.600    80.0156    37.3516     2.2444    18.7344     2.4716 
  3036.800    81.3906    40.5703     2.3467    20.5586     2.4665 
  3037.000    83.1328    43.3867     2.4785    22.2461     2.4566 
  3037.200    82.3438    44.5576     2.5522    22.2031     2.4646 
  3037.400    77.7500    44.1367     2.5586    17.3125     2.4995 
  3037.600    72.7500    42.9375     2.5548    11.5000     2.5305 
  3037.800    71.2305    42.2004     2.5781    10.7852     2.5363 
  3038.000    73.6836    42.2808     2.5923    14.0391     2.5266 
  3038.200    77.3047    42.1094     2.5334    16.4453     2.5175 
  3038.400    80.1289    42.1836     2.4180    17.1562     2.5161 
  3038.600    81.5391    43.8086     2.3149    17.8789     2.5153 
  3038.800    81.9716    44.9453     2.2505    19.1055     2.5075 
  3039.000    81.1875    43.9883     2.2185    19.3989     2.5022 
